year,station_id,month,day,date,delta_stage_max,discharge,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place
2001,3230,5,122,2001-05-02,2.0,,115.0,114.0,115.0,,16,,,
2001,3230,5,123,2001-05-03,2.0,,117.0,116.0,117.0,,16,,,
2001,3230,5,124,2001-05-04,5.0,,120.0,118.0,122.0,,16,,,
2004,3230,4,119,2004-04-28,1.0,,85.0,85.0,85.0,,16,,,
2004,3230,4,120,2004-04-29,1.0,,86.0,85.0,86.0,,16,,,
2004,3230,4,121,2004-04-30,0.0,,86.0,86.0,86.0,,16,137.0,15.0,1.0
2004,3230,5,122,2004-05-01,0.0,,86.0,86.0,86.0,,16,,,
2004,3230,5,123,2004-05-02,1.0,,87.0,86.0,87.0,,16,,,
2004,3230,5,124,2004-05-03,2.0,,89.0,88.0,89.0,,16,,,
2004,3230,5,125,2004-05-04,0.0,,89.0,89.0,89.0,,16,,,
2012,3230,4,119,2012-04-28,3.0,,135.0,134.0,136.0,,47,,,
2012,3230,4,120,2012-04-29,3.0,,139.0,138.0,139.0,,47,,,
2012,3230,4,121,2012-04-30,3.0,,142.0,141.0,142.0,,47,155.0,8.0,1.0
2012,3230,5,122,2012-05-01,4.0,,145.0,144.0,146.0,,47,,,
2012,3230,5,123,2012-05-02,3.0,,149.0,148.0,149.0,,47,,,
2012,3230,5,124,2012-05-03,4.0,,152.0,151.0,153.0,,47,,,
2012,3230,5,125,2012-05-04,6.0,,158.0,156.0,159.0,,47,,,
1989,3019,5,125,1989-05-05,26.0,,143.0,140.0,146.0,0.3,"28,15",,,
1989,3019,5,126,1989-05-06,11.0,,150.0,143.0,157.0,0.2,"28,15",,,
1989,3019,5,127,1989-05-07,-3.0,,154.0,154.0,154.0,0.4,"28,15",,,
1989,3019,5,128,1989-05-08,52.0,,194.0,181.0,206.0,0.3,"28,26,25,15",,,
1989,3019,5,129,1989-05-09,10.0,,214.0,211.0,216.0,0.3,"26,25",,,
1989,3019,5,130,1989-05-10,-15.0,,188.0,174.0,201.0,0.2,"9,27",,,
1989,3019,5,131,1989-05-11,-56.0,,143.0,141.0,145.0,0.5,"9, 8,27",,,
2003,3019,5,125,2003-05-05,3.0,,-21.0,-22.0,-20.0,0.1,23,,,
2003,3019,5,126,2003-05-06,6.0,,-14.0,-14.0,-14.0,0.1,25,,,
2003,3019,5,127,2003-05-07,18.0,,4.0,4.0,4.0,0.1,"28, 2",,,
2003,3019,5,128,2003-05-08,0.0,,4.0,4.0,4.0,0.1,2,,,
2003,3019,5,129,2003-05-09,10.0,,8.0,2.0,14.0,0.2,2,,,
2003,3019,5,130,2003-05-10,25.0,,30.0,21.0,39.0,0.2,2,,,
2003,3019,5,131,2003-05-11,15.0,,48.0,41.0,54.0,0.25,8,,,
2005,3019,5,125,2005-05-05,17.0,,67.0,64.0,79.0,0.0,23,,,
2005,3019,5,126,2005-05-06,42.0,,94.0,83.0,121.0,0.0,"8,28,26,25,23",,,
2005,3019,5,127,2005-05-07,44.0,,147.0,125.0,165.0,0.0,"8,27",,,
2005,3019,5,128,2005-05-08,0.0,,156.0,120.0,165.0,0.0,8,,,
2005,3019,5,129,2005-05-09,-37.0,,103.0,83.0,128.0,0.1,"9, 8",,,
2005,3019,5,130,2005-05-10,21.0,,141.0,136.0,149.0,0.15,"9, 8",,,
2005,3019,5,131,2005-05-11,16.0,,145.0,133.0,165.0,0.4,8,,,
2013,3019,5,125,2013-05-05,104.0,,528.0,483.0,582.0,0.2,"8,27",,,
2013,3019,5,126,2013-05-06,-5.0,,569.0,562.0,577.0,1.0,"8,27",,,
2013,3019,5,127,2013-05-07,32.0,,597.0,597.0,609.0,0.9,"8,27",,,
2013,3019,5,128,2013-05-08,-14.0,,567.0,537.0,595.0,0.2,"8,29",,,
2013,3019,5,129,2013-05-09,-74.0,,510.0,498.0,521.0,0.4,29,,,
2013,3019,5,130,2013-05-10,-38.0,,473.0,463.0,483.0,0.7,29,,,
2013,3019,5,131,2013-05-11,-33.0,,447.0,444.0,450.0,1.1,29,,,
1989,3027,5,125,1989-05-05,1.0,,93.0,92.0,93.0,0.0,23,,,
1989,3027,5,126,1989-05-06,3.0,,95.0,93.0,96.0,0.1,23,,,
1989,3027,5,127,1989-05-07,5.0,,100.0,98.0,101.0,0.1,23,,,
1989,3027,5,128,1989-05-08,9.0,,108.0,105.0,110.0,0.1,"23,16",,,
1989,3027,5,129,1989-05-09,4.0,,114.0,113.0,114.0,0.1,"23,15",,,
1989,3027,5,130,1989-05-10,10.0,,122.0,119.0,124.0,0.1,"26,25,23,15",,,
1989,3027,5,131,1989-05-11,11.0,,134.0,132.0,135.0,0.2,26,,,
2003,3027,5,125,2003-05-05,1.0,,27.0,26.0,27.0,,15,,,
2003,3027,5,126,2003-05-06,1.0,,28.0,27.0,28.0,,15,,,
2003,3027,5,127,2003-05-07,2.0,,29.0,28.0,30.0,,15,,,
2003,3027,5,128,2003-05-08,2.0,,32.0,31.0,32.0,0.0,15,,,
2003,3027,5,129,2003-05-09,10.0,,38.0,33.0,42.0,0.0,15,,,
2003,3027,5,130,2003-05-10,2.0,,44.0,44.0,44.0,0.0,15,,,
2003,3027,5,131,2003-05-11,12.0,,53.0,49.0,56.0,0.05,"23,15",,,
2005,3027,5,125,2005-05-05,5.0,,79.0,78.0,80.0,,15,,,
2005,3027,5,126,2005-05-06,9.0,,86.0,83.0,89.0,,15,,,
2005,3027,5,127,2005-05-07,9.0,,95.0,92.0,98.0,,"23,15",,,
2005,3027,5,128,2005-05-08,5.0,,101.0,99.0,103.0,0.05,"23,15",,,
2005,3027,5,129,2005-05-09,18.0,,115.0,109.0,121.0,0.05,"23,15",,,
2005,3027,5,130,2005-05-10,26.0,,143.0,139.0,147.0,0.05,"23,15",,,
2005,3027,5,131,2005-05-11,24.0,,168.0,164.0,171.0,0.05,"26,25",,,
2013,3027,5,125,2013-05-05,89.0,,238.0,209.0,267.0,0.1,23,,,1.0
2013,3027,5,126,2013-05-06,535.0,,667.0,467.0,802.0,0.1,"9,26,25,27",,,
2013,3027,5,127,2013-05-07,-138.0,,660.0,652.0,664.0,0.4,"9,27",,,
2013,3027,5,128,2013-05-08,-8.0,,654.0,651.0,656.0,0.4,"9,27",,,
2013,3027,5,129,2013-05-09,-18.0,,633.0,628.0,638.0,0.7,"9,27",,,
2013,3027,5,130,2013-05-10,29.0,,652.0,637.0,667.0,0.8,"8,27",,,
2013,3027,5,131,2013-05-11,-60.0,,600.0,592.0,607.0,1.3,"8,27",,,
1989,3028,5,125,1989-05-05,6.0,,235.0,234.0,236.0,,16,,,
1989,3028,5,126,1989-05-06,12.0,,244.0,240.0,248.0,,16,,,
1989,3028,5,127,1989-05-07,7.0,,253.0,251.0,255.0,,"23,16",,,
1989,3028,5,128,1989-05-08,8.0,,261.0,259.0,263.0,0.0,23,,,
1989,3028,5,129,1989-05-09,11.0,,272.0,270.0,274.0,0.0,23,,,
1989,3028,5,130,1989-05-10,10.0,,282.0,279.0,284.0,0.0,23,76.0,,1.0
1989,3028,5,131,1989-05-11,18.0,,301.0,299.0,302.0,0.0,23,,,
2003,3028,5,125,2003-05-05,2.0,,178.0,178.0,178.0,,16,53.0,5.0,1.0
2003,3028,5,126,2003-05-06,0.0,,178.0,178.0,178.0,,16,,,
2003,3028,5,127,2003-05-07,-1.0,,177.0,177.0,177.0,,16,,,
2003,3028,5,128,2003-05-08,0.0,,177.0,177.0,177.0,,16,,,
2003,3028,5,129,2003-05-09,5.0,,181.0,180.0,182.0,,16,,,
2003,3028,5,130,2003-05-10,4.0,,185.0,184.0,186.0,,16,40.0,0.0,1.0
2003,3028,5,131,2003-05-11,6.0,,191.0,189.0,192.0,,16,,,
2005,3028,5,125,2005-05-05,6.0,,202.0,201.0,203.0,,16,65.0,0.0,1.0
2005,3028,5,126,2005-05-06,7.0,,208.0,205.0,210.0,,16,,,
2005,3028,5,127,2005-05-07,9.0,,217.0,214.0,219.0,,16,,,
2005,3028,5,128,2005-05-08,11.0,,227.0,223.0,230.0,,16,,,
2005,3028,5,129,2005-05-09,30.0,,251.0,241.0,260.0,,16,,,
2005,3028,5,130,2005-05-10,55.0,,298.0,280.0,315.0,,16,,,
2005,3028,5,131,2005-05-11,44.0,,355.0,350.0,359.0,0.85,23,,,
2013,3028,5,125,2013-05-05,9.0,,421.0,400.0,441.0,0.1,23,,,1.0
2013,3028,5,126,2013-05-06,432.0,,673.0,467.0,873.0,0.8,"9,25",,,
2013,3028,5,127,2013-05-07,-14.0,,854.0,848.0,859.0,0.3,"9, 8",,,
2013,3028,5,128,2013-05-08,5.0,,862.0,859.0,864.0,0.6,8,,,
2013,3028,5,129,2013-05-09,-42.0,,814.0,806.0,822.0,0.9,"9, 8",,,
2013,3028,5,130,2013-05-10,16.0,,823.0,808.0,838.0,0.9,8,,,
2013,3028,5,131,2013-05-11,35.0,,830.0,786.0,873.0,2.0,"9, 8",,,
1989,3029,5,125,1989-05-05,10.0,1460.0,170.0,167.0,173.0,,16,,,
1989,3029,5,126,1989-05-06,11.0,1560.0,180.0,176.0,184.0,,16,,,
1989,3029,5,127,1989-05-07,11.0,1720.0,193.0,190.0,195.0,0.0,23,,,
1989,3029,5,128,1989-05-08,14.0,1840.0,205.0,201.0,209.0,0.0,23,,,
1989,3029,5,129,1989-05-09,17.0,2060.0,224.0,222.0,226.0,0.0,23,,,
1989,3029,5,130,1989-05-10,18.0,2270.0,239.0,233.0,244.0,0.0,23,,,
1989,3029,5,131,1989-05-11,21.0,2480.0,260.0,254.0,265.0,0.0,23,,,
2003,3029,5,125,2003-05-05,2.0,1080.0,80.0,79.0,80.0,,16,,,
2003,3029,5,126,2003-05-06,1.0,1090.0,81.0,80.0,81.0,,16,,,
2003,3029,5,127,2003-05-07,1.0,1110.0,82.0,81.0,82.0,,16,,,
2003,3029,5,128,2003-05-08,0.0,1130.0,82.0,82.0,82.0,,16,,,
2003,3029,5,129,2003-05-09,8.0,1140.0,88.0,86.0,90.0,,16,,,
2003,3029,5,130,2003-05-10,6.0,1220.0,94.0,92.0,96.0,,16,,,
2003,3029,5,131,2003-05-11,12.0,1350.0,106.0,103.0,108.0,,23,,,
2005,3029,5,125,2005-05-05,8.0,1510.0,134.0,131.0,136.0,,16,95.0,,1.0
2005,3029,5,126,2005-05-06,10.0,1560.0,143.0,140.0,146.0,1.25,23,,,
2005,3029,5,127,2005-05-07,19.0,1610.0,160.0,155.0,165.0,1.25,23,,,
2005,3029,5,128,2005-05-08,16.0,1800.0,176.0,170.0,181.0,1.25,23,,,
2005,3029,5,129,2005-05-09,30.0,2070.0,201.0,191.0,211.0,1.25,23,,,
2005,3029,5,130,2005-05-10,45.0,2550.0,244.0,231.0,256.0,1.8,23,,,
2005,3029,5,131,2005-05-11,58.0,3250.0,300.0,286.0,314.0,1.7,23,,,
2013,3029,5,125,2013-05-05,110.0,3000.0,278.0,239.0,317.0,0.0,"23,16",,,1.0
2013,3029,5,126,2013-05-06,443.0,5460.0,522.0,347.0,760.0,0.2,"9,25,23",,,
2013,3029,5,127,2013-05-07,5.0,10200.0,746.0,730.0,765.0,0.3,"9,27",,,
2013,3029,5,128,2013-05-08,-28.0,11400.0,734.0,730.0,737.0,0.3,"8,27",,,
2013,3029,5,129,2013-05-09,16.0,12300.0,746.0,739.0,753.0,0.8,"8,27",,,
2013,3029,5,130,2013-05-10,20.0,13400.0,770.0,767.0,773.0,1.2,"9, 8,27",,,
2013,3029,5,131,2013-05-11,-9.0,13900.0,751.0,738.0,764.0,2.4,"8,27",,,
1989,3030,5,125,1989-05-05,5.0,,75.0,73.0,76.0,,16,,,
1989,3030,5,126,1989-05-06,5.0,,80.0,78.0,81.0,,16,,,
1989,3030,5,127,1989-05-07,10.0,,87.0,83.0,91.0,,16,,,
1989,3030,5,128,1989-05-08,10.0,,99.0,96.0,101.0,,16,,,
1989,3030,5,129,1989-05-09,16.0,,113.0,109.0,117.0,,16,,,
1989,3030,5,130,1989-05-10,15.0,,128.0,123.0,132.0,,16,,,
1989,3030,5,131,1989-05-11,19.0,,147.0,143.0,151.0,,16,,,
2003,3030,5,125,2003-05-05,1.0,,74.0,74.0,74.0,,15,,,
2003,3030,5,126,2003-05-06,0.0,,74.0,74.0,74.0,,15,,,
2003,3030,5,127,2003-05-07,3.0,,77.0,77.0,77.0,,15,,,
2003,3030,5,128,2003-05-08,2.0,,79.0,78.0,79.0,,15,,,
2003,3030,5,129,2003-05-09,2.0,,81.0,80.0,81.0,,15,,,
2003,3030,5,130,2003-05-10,5.0,,85.0,84.0,86.0,,15,,,
2003,3030,5,131,2003-05-11,9.0,,93.0,91.0,95.0,,15,,,
2005,3030,5,125,2005-05-05,6.0,,139.0,137.0,140.0,,16,,,
2005,3030,5,126,2005-05-06,8.0,,145.0,142.0,148.0,,16,,,
2005,3030,5,127,2005-05-07,21.0,,162.0,155.0,169.0,,16,,,
2005,3030,5,128,2005-05-08,31.0,,193.0,185.0,200.0,,16,,,
2005,3030,5,129,2005-05-09,47.0,,232.0,216.0,247.0,,16,,,
2005,3030,5,130,2005-05-10,41.0,,286.0,283.0,288.0,,16,,,
2005,3030,5,131,2005-05-11,31.0,,307.0,295.0,319.0,,16,,,
2013,3030,5,125,2013-05-05,18.0,,137.0,104.0,169.0,,15,,,1.0
2013,3030,5,126,2013-05-06,101.0,,189.0,108.0,270.0,,15,,,
2013,3030,5,127,2013-05-07,395.0,,550.0,434.0,665.0,0.2,"25,23",,,
2013,3030,5,128,2013-05-08,720.0,,1210.0,921.0,1385.0,0.2,"12, 9,27",,,
2013,3030,5,129,2013-05-09,-350.0,,923.0,782.0,1035.0,0.2,"9, 8,27",,,
2013,3030,5,130,2013-05-10,-286.0,,744.0,739.0,749.0,0.3,"8,27",,,
2013,3030,5,131,2013-05-11,-24.0,,713.0,700.0,725.0,0.7,"8,27",,,
1989,3035,5,125,1989-05-05,4.0,,48.0,46.0,49.0,,"15,16",,,
1989,3035,5,126,1989-05-06,5.0,,52.0,50.0,54.0,,"15,16",,,
1989,3035,5,127,1989-05-07,20.0,,70.0,65.0,74.0,,"23,15,16,34",,,
1989,3035,5,128,1989-05-08,53.0,,108.0,88.0,127.0,0.2,"23,15,34",,,
1989,3035,5,129,1989-05-09,91.0,,205.0,192.0,218.0,0.9,"26,25,23,15,34",,,
1989,3035,5,130,1989-05-10,60.0,,264.0,250.0,278.0,1.7,"26,34",,,
1989,3035,5,131,1989-05-11,17.0,,293.0,290.0,295.0,0.2,"26,25,34",,,
2003,3035,5,125,2003-05-05,3.0,,49.0,47.0,50.0,,16,65.0,,1.0
2003,3035,5,126,2003-05-06,-2.0,,48.0,48.0,48.0,,16,,,
2003,3035,5,127,2003-05-07,0.0,,47.0,46.0,48.0,,16,,,
2003,3035,5,128,2003-05-08,0.0,,48.0,47.0,48.0,,16,,,
2003,3035,5,129,2003-05-09,1.0,,49.0,49.0,49.0,,16,,,
2003,3035,5,130,2003-05-10,0.0,,49.0,49.0,49.0,,16,,,
2003,3035,5,131,2003-05-11,5.0,,52.0,49.0,54.0,,16,,,
2005,3035,5,125,2005-05-05,19.0,,78.0,70.0,85.0,,16,51.0,,1.0
2005,3035,5,126,2005-05-06,41.0,,108.0,89.0,126.0,,16,,,
2005,3035,5,127,2005-05-07,55.0,,164.0,146.0,181.0,,23,,,
2005,3035,5,128,2005-05-08,262.0,,331.0,218.0,443.0,1.3,"26,25",,,
2005,3035,5,129,2005-05-09,124.0,,537.0,507.0,567.0,1.6,"26,34",,,
2005,3035,5,130,2005-05-10,37.0,,585.0,565.0,604.0,0.55,"26,34",,,
2005,3035,5,131,2005-05-11,-85.0,,512.0,505.0,519.0,0.15,"26,34",,,
2013,3035,5,125,2013-05-05,78.0,,176.0,158.0,193.0,0.0,23,,,1.0
2013,3035,5,126,2013-05-06,190.0,,311.0,239.0,383.0,0.2,23,,,
2013,3035,5,127,2013-05-07,381.0,,721.0,677.0,764.0,0.7,"26,25,34",,,
2013,3035,5,128,2013-05-08,216.0,,890.0,772.0,980.0,1.0,"26,25",,,
2013,3035,5,129,2013-05-09,34.0,,951.0,858.0,1014.0,0.7,"26,25",,,
2013,3035,5,130,2013-05-10,-20.0,,906.0,800.0,994.0,0.0,"26,25,27",,,1.0
2013,3035,5,131,2013-05-11,-100.0,,820.0,747.0,894.0,0.0,"9,26,25,27",,,
1989,3041,5,125,1989-05-05,12.0,,43.0,39.0,46.0,,16,,,
1989,3041,5,126,1989-05-06,14.0,,56.0,51.0,60.0,,16,,,
1989,3041,5,127,1989-05-07,30.0,,80.0,70.0,90.0,,16,,,
1989,3041,5,128,1989-05-08,25.0,,106.0,96.0,115.0,0.0,"23,16",,,
1989,3041,5,129,1989-05-09,46.0,,149.0,137.0,161.0,0.2,"23,16",,,
1989,3041,5,130,1989-05-10,34.0,,188.0,180.0,195.0,0.8,"23,16",,,
1989,3041,5,131,1989-05-11,47.0,,231.0,220.0,242.0,2.2,"23,16",,,
2003,3041,5,125,2003-05-05,0.0,,91.0,91.0,91.0,,16,,,
2003,3041,5,126,2003-05-06,2.0,,92.0,91.0,93.0,,16,,,
2003,3041,5,127,2003-05-07,2.0,,95.0,94.0,95.0,,16,,,
2003,3041,5,128,2003-05-08,2.0,,97.0,96.0,97.0,,16,,,
2003,3041,5,129,2003-05-09,2.0,,99.0,98.0,99.0,,16,,,
2003,3041,5,130,2003-05-10,1.0,,100.0,100.0,100.0,,16,,,
2003,3041,5,131,2003-05-11,2.0,,102.0,101.0,102.0,,16,,,
2005,3041,5,125,2005-05-05,23.0,,190.0,184.0,196.0,,16,,,
2005,3041,5,126,2005-05-06,44.0,,227.0,213.0,240.0,,23,,,
2005,3041,5,127,2005-05-07,53.0,,281.0,269.0,293.0,0.4,23,,,
2005,3041,5,128,2005-05-08,38.0,,320.0,309.0,331.0,0.4,23,,,
2005,3041,5,129,2005-05-09,51.0,,368.0,353.0,382.0,0.35,23,,,
2005,3041,5,130,2005-05-10,22.0,,397.0,390.0,404.0,0.2,23,,,
2005,3041,5,131,2005-05-11,49.0,,447.0,441.0,453.0,0.85,23,,,
2013,3041,5,125,2013-05-05,23.0,,155.0,146.0,163.0,,47,,,1.0
2013,3041,5,126,2013-05-06,35.0,,190.0,182.0,198.0,0.0,23,,,
2013,3041,5,127,2013-05-07,22.0,,219.0,218.0,220.0,0.5,23,,,
2013,3041,5,128,2013-05-08,24.0,,239.0,233.0,244.0,0.6,23,,,
2013,3041,5,129,2013-05-09,69.0,,301.0,289.0,313.0,2.0,23,,,
2013,3041,5,130,2013-05-10,42.0,,339.0,323.0,355.0,1.6,23,,,1.0
2013,3041,5,131,2013-05-11,85.0,,411.0,381.0,440.0,3.7,23,,,
1989,3045,5,125,1989-05-05,4.0,,-223.0,-224.0,-222.0,,16,,,
1989,3045,5,126,1989-05-06,6.0,,-218.0,-219.0,-216.0,,16,,,
1989,3045,5,127,1989-05-07,11.0,,-208.0,-211.0,-205.0,,16,,,
1989,3045,5,128,1989-05-08,20.0,,-191.0,-196.0,-185.0,,16,,,
1989,3045,5,129,1989-05-09,30.0,,-164.0,-173.0,-155.0,,"23,16",,,
1989,3045,5,130,1989-05-10,43.0,,-122.0,-132.0,-112.0,0.2,"23,16",,,
1989,3045,5,131,1989-05-11,38.0,,-81.0,-88.0,-74.0,0.6,"23,16",,,
2003,3045,5,125,2003-05-05,5.0,,-223.0,-223.0,-222.0,,16,,,
2003,3045,5,126,2003-05-06,2.0,,-221.0,-221.0,-220.0,,16,,,
2003,3045,5,127,2003-05-07,2.0,,-219.0,-219.0,-218.0,,16,,,
2003,3045,5,128,2003-05-08,2.0,,-217.0,-217.0,-216.0,,16,,,
2003,3045,5,129,2003-05-09,4.0,,-213.0,-214.0,-212.0,,16,,,
2003,3045,5,130,2003-05-10,4.0,,-209.0,-210.0,-208.0,,16,,,
2003,3045,5,131,2003-05-11,3.0,,-206.0,-207.0,-205.0,,16,,,
2005,3045,5,125,2005-05-05,27.0,,-158.0,-166.0,-149.0,,16,,,
2005,3045,5,126,2005-05-06,38.0,,-123.0,-135.0,-111.0,,16,,,
2005,3045,5,127,2005-05-07,39.0,,-78.0,-84.0,-72.0,,23,,,
2005,3045,5,128,2005-05-08,69.0,,-17.0,-30.0,-3.0,,23,,,
2005,3045,5,129,2005-05-09,56.0,,39.0,25.0,53.0,,23,,,
2005,3045,5,130,2005-05-10,55.0,,95.0,82.0,108.0,,23,,,
2005,3045,5,131,2005-05-11,48.0,,143.0,130.0,156.0,,23,,,
2013,3045,5,125,2013-05-05,22.0,,-231.0,-238.0,-224.0,,47,,,1.0
2013,3045,5,126,2013-05-06,37.0,,-196.0,-204.0,-187.0,,47,,,
2013,3045,5,127,2013-05-07,39.0,,-158.0,-167.0,-148.0,,47,,,
2013,3045,5,128,2013-05-08,39.0,,-119.0,-128.0,-109.0,,47,,,
2013,3045,5,129,2013-05-09,40.0,,-79.0,-88.0,-69.0,0.1,23,,,
2013,3045,5,130,2013-05-10,54.0,,-29.0,-42.0,-15.0,0.3,23,,,1.0
2013,3045,5,131,2013-05-11,68.0,,35.0,17.0,53.0,0.3,23,,,
1989,3050,5,125,1989-05-05,3.0,,100.0,99.0,101.0,3.8,16,,,
1989,3050,5,126,1989-05-06,1.0,,102.0,102.0,102.0,3.8,16,,,
1989,3050,5,127,1989-05-07,2.0,,103.0,102.0,104.0,3.6,16,,,
1989,3050,5,128,1989-05-08,3.0,,106.0,104.0,107.0,3.8,16,,,
1989,3050,5,129,1989-05-09,6.0,,111.0,109.0,113.0,3.9,16,,,
1989,3050,5,130,1989-05-10,18.0,,123.0,115.0,131.0,4.0,16,,,
1989,3050,5,131,1989-05-11,18.0,,147.0,144.0,149.0,4.1,16,,,
2003,3050,5,125,2003-05-05,3.0,,89.0,88.0,89.0,,16,,,
2003,3050,5,126,2003-05-06,2.0,,91.0,90.0,91.0,,16,,,
2003,3050,5,127,2003-05-07,2.0,,93.0,92.0,93.0,,16,,,
2003,3050,5,128,2003-05-08,3.0,,95.0,94.0,96.0,,16,,,
2003,3050,5,129,2003-05-09,6.0,,100.0,98.0,102.0,,16,,,
2003,3050,5,130,2003-05-10,7.0,,108.0,106.0,109.0,,16,173.0,2.0,1.0
2003,3050,5,131,2003-05-11,6.0,,113.0,111.0,115.0,,16,,,
2005,3050,5,125,2005-05-05,13.0,,184.0,179.0,188.0,,16,,,
2005,3050,5,126,2005-05-06,21.0,,204.0,198.0,209.0,,16,,,
2005,3050,5,127,2005-05-07,20.0,,224.0,219.0,229.0,,16,,,
2005,3050,5,128,2005-05-08,28.0,,249.0,241.0,257.0,,16,,,
2005,3050,5,129,2005-05-09,25.0,,276.0,269.0,282.0,,23,,,
2005,3050,5,130,2005-05-10,29.0,,303.0,294.0,311.0,0.65,23,,,
2005,3050,5,131,2005-05-11,20.0,,327.0,323.0,331.0,1.05,23,,,
2013,3050,5,125,2013-05-05,9.0,,110.0,108.0,112.0,,47,,,1.0
2013,3050,5,126,2013-05-06,11.0,,121.0,118.0,123.0,,47,,,
2013,3050,5,127,2013-05-07,12.0,,132.0,128.0,135.0,,47,,,
2013,3050,5,128,2013-05-08,22.0,,151.0,144.0,157.0,,47,,,
2013,3050,5,129,2013-05-09,25.0,,176.0,169.0,182.0,,47,,,
2013,3050,5,130,2013-05-10,27.0,,203.0,197.0,209.0,0.4,23,,,1.0
2013,3050,5,131,2013-05-11,42.0,,242.0,232.0,251.0,0.6,23,,,
1989,3230,5,125,1989-05-05,7.0,,143.0,140.0,145.0,,16,,,
1989,3230,5,126,1989-05-06,7.0,,151.0,149.0,152.0,,16,,,
1989,3230,5,127,1989-05-07,11.0,,160.0,157.0,163.0,,16,,,
1989,3230,5,128,1989-05-08,13.0,,173.0,169.0,176.0,,16,,,
1989,3230,5,129,1989-05-09,13.0,,186.0,182.0,189.0,,16,,,
1989,3230,5,130,1989-05-10,21.0,,203.0,195.0,210.0,,16,,,
1989,3230,5,131,1989-05-11,18.0,,224.0,219.0,228.0,,16,,,
2003,3230,5,125,2003-05-05,4.0,,134.0,130.0,137.0,,16,,,
2003,3230,5,126,2003-05-06,0.0,,135.0,132.0,137.0,,16,,,
2003,3230,5,127,2003-05-07,3.0,,137.0,134.0,140.0,,16,,,
2003,3230,5,128,2003-05-08,7.0,,144.0,140.0,147.0,,16,,,
2003,3230,5,129,2003-05-09,10.0,,152.0,147.0,157.0,,16,,,
2003,3230,5,130,2003-05-10,10.0,,162.0,157.0,167.0,,16,145.0,11.0,1.0
2003,3230,5,131,2003-05-11,6.0,,173.0,173.0,173.0,,16,,,
2005,3230,5,125,2005-05-05,24.0,,222.0,215.0,229.0,,16,,,
2005,3230,5,126,2005-05-06,26.0,,248.0,240.0,255.0,,16,,,
2005,3230,5,127,2005-05-07,30.0,,278.0,270.0,285.0,,16,,,
2005,3230,5,128,2005-05-08,25.0,,306.0,301.0,310.0,,16,,,
2005,3230,5,129,2005-05-09,22.0,,323.0,314.0,332.0,,16,,,
2005,3230,5,130,2005-05-10,17.0,,343.0,336.0,349.0,,16,,,
2005,3230,5,131,2005-05-11,60.0,,399.0,389.0,409.0,0.0,23,,,
2013,3230,5,125,2013-05-05,13.0,,199.0,195.0,202.0,,47,,,1.0
2013,3230,5,126,2013-05-06,17.0,,214.0,209.0,219.0,,47,,,
2013,3230,5,127,2013-05-07,25.0,,237.0,230.0,244.0,,47,,,
2013,3230,5,128,2013-05-08,20.0,,259.0,253.0,264.0,,47,,,
2013,3230,5,129,2013-05-09,32.0,,290.0,283.0,296.0,,47,,,
2013,3230,5,130,2013-05-10,29.0,,318.0,311.0,325.0,,23,,,1.0
2013,3230,5,131,2013-05-11,36.0,,352.0,343.0,361.0,0.6,23,,,
