year,station_id,month,day,date,delta_stage_max,discharge,stage_avg,stage_min,stage_max,temp,water_code,ice_thickness,snow_height,place
2001,3035,5,133,2001-05-13,82.0,,861.0,798.0,912.0,0.0,"12,26",,,
2001,3035,5,134,2001-05-14,-107.0,,760.0,707.0,805.0,0.0,"26,25",,,
2001,3035,5,135,2001-05-15,-116.0,,644.0,600.0,689.0,0.0,26,,,
2001,3035,5,136,2001-05-16,-121.0,,548.0,506.0,568.0,0.0,26,,,
2001,3035,5,137,2001-05-17,233.0,,667.0,521.0,801.0,0.1,"9,27",,,
2001,3035,5,138,2001-05-18,-9.0,,743.0,704.0,792.0,0.15,"8,27",,,
2004,3035,5,133,2004-05-12,2.0,,48.0,47.0,48.0,,16,,,
2004,3035,5,134,2004-05-13,7.0,,52.0,49.0,55.0,,16,,,
2004,3035,5,135,2004-05-14,13.0,,65.0,61.0,68.0,,"16,34",,,
2004,3035,5,136,2004-05-15,30.0,,90.0,81.0,98.0,0.0,"23,34",,,
2004,3035,5,137,2004-05-16,45.0,,129.0,115.0,143.0,0.0,"23,34",,,
2004,3035,5,138,2004-05-17,283.0,,273.0,162.0,426.0,0.15,"26,25,23,34",,,
2004,3035,5,139,2004-05-18,84.0,,459.0,427.0,510.0,0.5,"26,34",,,
2012,3035,5,133,2012-05-12,-93.0,,607.0,584.0,630.0,0.1,26,,,
2012,3035,5,134,2012-05-13,-73.0,,497.0,469.0,557.0,0.6,26,,,
2012,3035,5,135,2012-05-14,158.0,,603.0,489.0,715.0,0.6,"9, 8,26",,,
2012,3035,5,136,2012-05-15,313.0,,794.0,653.0,1028.0,0.6,"9, 8, 6",,,
2012,3035,5,137,2012-05-16,-22.0,,988.0,970.0,1006.0,1.5,8,,,
2012,3035,5,138,2012-05-17,-76.0,,928.0,925.0,930.0,2.8,8,,,
2012,3035,5,139,2012-05-18,-8.0,,922.0,921.0,922.0,2.6,8,,,
1993,3036,5,132,1993-05-12,38.0,3840.0,320.0,308.0,332.0,0.0,23,,,
1993,3036,5,133,1993-05-13,46.0,4450.0,366.0,354.0,378.0,0.0,23,,,
1993,3036,5,134,1993-05-14,48.0,5150.0,414.0,401.0,426.0,0.0,23,,,
1993,3036,5,135,1993-05-15,52.0,5880.0,462.0,445.0,478.0,0.0,23,,,
1993,3036,5,136,1993-05-16,22.0,6400.0,498.0,495.0,500.0,0.0,"26,25",,,
1993,3036,5,137,1993-05-17,65.0,7160.0,540.0,515.0,565.0,0.0,26,,,
1993,3036,5,138,1993-05-18,53.0,8370.0,604.0,590.0,618.0,0.0,"26,25",,,
1997,3036,5,132,1997-05-12,-2.0,18200.0,680.0,680.0,680.0,1.3,27,,,
1997,3036,5,133,1997-05-13,1.0,18200.0,681.0,680.0,681.0,1.2,27,,,
1997,3036,5,134,1997-05-14,1.0,18300.0,682.0,681.0,682.0,1.5,27,,,
1997,3036,5,135,1997-05-15,8.0,18400.0,686.0,682.0,690.0,1.7,27,,,
1997,3036,5,136,1997-05-16,18.0,19100.0,704.0,700.0,708.0,1.9,27,,,
1997,3036,5,137,1997-05-17,52.0,20500.0,741.0,721.0,760.0,2.3,27,,,
1997,3036,5,138,1997-05-18,84.0,24100.0,826.0,808.0,844.0,2.2,27,,,
2001,3036,5,132,2001-05-12,165.0,19200.0,1110.0,1073.0,1218.0,0.0,"12,26",,,
2001,3036,5,133,2001-05-13,36.0,20100.0,1181.0,1089.0,1254.0,0.0,"12,26",,,
2001,3036,5,134,2001-05-14,-171.0,21400.0,1036.0,979.0,1083.0,0.0,9,,,
2001,3036,5,135,2001-05-15,-133.0,12700.0,839.0,752.0,950.0,0.0,"9,27",,,
2001,3036,5,136,2001-05-16,-223.0,13800.0,691.0,641.0,727.0,0.0,9,,,
2001,3036,5,137,2001-05-17,106.0,14800.0,703.0,616.0,833.0,0.0,9,,,
2001,3036,5,138,2001-05-18,18.0,20000.0,827.0,788.0,851.0,0.0,9,,,
2004,3036,5,133,2004-05-12,17.0,1590.0,118.0,114.0,122.0,,16,,,
2004,3036,5,134,2004-05-13,18.0,1770.0,138.0,135.0,140.0,,16,,,
2004,3036,5,135,2004-05-14,36.0,2140.0,174.0,172.0,176.0,,16,,,
2004,3036,5,136,2004-05-15,69.0,2750.0,228.0,211.0,245.0,0.0,23,,,
2004,3036,5,137,2004-05-16,55.0,3440.0,290.0,280.0,300.0,0.0,23,,,
2004,3036,5,138,2004-05-17,401.0,5930.0,465.0,331.0,701.0,0.1,"12, 9,26,25,23",,,
2004,3036,5,139,2004-05-18,114.0,11400.0,757.0,700.0,815.0,0.4,"12, 9, 8,27",,,
2012,3036,5,133,2012-05-12,-45.0,16600.0,835.0,824.0,929.0,0.0,"9,26,25",,,
2012,3036,5,134,2012-05-13,-59.0,17100.0,835.0,870.0,870.0,0.0,8,,,
2012,3036,5,135,2012-05-14,-27.0,20100.0,835.0,843.0,843.0,1.2,"9, 8",,,
2012,3036,5,136,2012-05-15,267.0,23400.0,904.0,795.0,1110.0,0.8,"9, 8,27",,,
2012,3036,5,137,2012-05-16,35.0,35200.0,1135.0,1124.0,1145.0,1.5,"8,27",,,
2012,3036,5,138,2012-05-17,-38.0,35000.0,1103.0,1098.0,1107.0,2.4,8,,,
2012,3036,5,139,2012-05-18,-14.0,35200.0,1092.0,1091.0,1093.0,2.0,8,,,
1993,3037,5,132,1993-05-12,16.0,,168.0,163.0,173.0,0.4,23,,,
1993,3037,5,133,1993-05-13,23.0,,190.0,183.0,196.0,0.4,23,,,
1993,3037,5,134,1993-05-14,32.0,,220.0,211.0,228.0,0.6,23,,,
1993,3037,5,135,1993-05-15,35.0,,255.0,246.0,263.0,0.6,23,,,
1993,3037,5,136,1993-05-16,33.0,,289.0,281.0,296.0,1.0,23,,,
1993,3037,5,137,1993-05-17,51.0,,335.0,323.0,347.0,1.2,"26,25",,,
1993,3037,5,138,1993-05-18,32.0,,372.0,364.0,379.0,1.3,26,,,
1997,3037,5,132,1997-05-12,-48.0,,266.0,266.0,266.0,1.8,"8,27",,,
1997,3037,5,133,1997-05-13,-48.0,,218.0,218.0,218.0,2.5,"8,27",,,
1997,3037,5,134,1997-05-14,4.0,,222.0,222.0,222.0,3.1,"8,27",,,
1997,3037,5,135,1997-05-15,7.0,,220.0,211.0,229.0,3.8,"8,27",,,
1997,3037,5,136,1997-05-16,21.0,,250.0,250.0,250.0,3.1,"8,27",,,
1997,3037,5,137,1997-05-17,50.0,,295.0,289.0,300.0,2.1,"8,27",,,
1997,3037,5,138,1997-05-18,117.0,,382.0,346.0,417.0,1.6,"8,27",,,
2001,3037,5,132,2001-05-12,68.0,,302.0,286.0,317.0,0.75,23,,,
2001,3037,5,133,2001-05-13,110.0,,374.0,332.0,427.0,0.75,"26,25,23",,,
2001,3037,5,134,2001-05-14,604.0,,782.0,558.0,1031.0,0.05,"9,27",,,
2001,3037,5,135,2001-05-15,-220.0,,767.0,670.0,811.0,0.2,"9,27",,,
2001,3037,5,136,2001-05-16,-168.0,,619.0,554.0,643.0,0.05,8,,,
2001,3037,5,137,2001-05-17,-71.0,,516.0,485.0,572.0,0.05,8,,,
2001,3037,5,138,2001-05-18,85.0,,632.0,617.0,657.0,0.05,9,,,
2004,3037,5,133,2004-05-12,4.0,,21.0,19.0,22.0,,16,,,
2004,3037,5,134,2004-05-13,13.0,,34.0,32.0,35.0,,16,,,
2004,3037,5,135,2004-05-14,17.0,,45.0,38.0,52.0,,16,,,
2004,3037,5,136,2004-05-15,55.0,,87.0,67.0,107.0,0.05,"23,16",84.0,5.0,1.0
2004,3037,5,137,2004-05-16,45.0,,140.0,128.0,152.0,1.2,23,,,
2004,3037,5,138,2004-05-17,73.0,,205.0,184.0,225.0,0.8,23,,,
2004,3037,5,139,2004-05-18,88.0,,292.0,271.0,313.0,0.8,"26,25,23",,,
2012,3037,5,133,2012-05-12,434.0,,586.0,381.0,766.0,0.4,"9,26,25,23",,,
2012,3037,5,134,2012-05-13,282.0,,925.0,819.0,1048.0,0.5,"9, 8",,,
2012,3037,5,135,2012-05-14,-304.0,,676.0,623.0,744.0,0.5,"9, 8",,,
2012,3037,5,136,2012-05-15,21.0,,725.0,685.0,765.0,0.5,9,,,
2012,3037,5,137,2012-05-16,186.0,,852.0,799.0,951.0,0.4,9,,,
2012,3037,5,138,2012-05-17,-7.0,,926.0,905.0,944.0,0.6,"9, 8",,,
2012,3037,5,139,2012-05-18,-47.0,,888.0,874.0,897.0,1.1,8,,,
1993,3038,5,132,1993-05-12,27.0,,337.0,331.0,343.0,0.4,23,,,
1993,3038,5,133,1993-05-13,17.0,,357.0,354.0,360.0,0.4,23,,,
1993,3038,5,134,1993-05-14,18.0,,374.0,370.0,378.0,0.6,23,,,
1993,3038,5,135,1993-05-15,42.0,,405.0,390.0,420.0,0.7,"26,25",,,
1993,3038,5,136,1993-05-16,80.0,,484.0,468.0,500.0,1.0,26,,,
1993,3038,5,137,1993-05-17,52.0,,546.0,540.0,552.0,1.2,26,,,
1993,3038,5,138,1993-05-18,36.0,,578.0,567.0,588.0,1.3,26,,,
1997,3038,5,132,1997-05-12,-78.0,,686.0,664.0,708.0,0.5,8,,,
1997,3038,5,133,1997-05-13,-70.0,,629.0,620.0,638.0,1.1,8,,,
1997,3038,5,134,1997-05-14,-31.0,,597.0,586.0,607.0,1.5,8,,,
1997,3038,5,135,1997-05-15,-47.0,,550.0,540.0,560.0,1.8,8,,,
1997,3038,5,136,1997-05-16,-33.0,,518.0,509.0,527.0,2.3,8,,,
1997,3038,5,137,1997-05-17,-14.0,,511.0,509.0,513.0,2.2,8,,,
1997,3038,5,138,1997-05-18,35.0,,532.0,516.0,548.0,2.5,8,,,
2001,3038,5,132,2001-05-12,82.0,,545.0,528.0,562.0,0.25,23,,,
2001,3038,5,133,2001-05-13,133.0,,659.0,623.0,695.0,0.2,"26,25",,,
2001,3038,5,134,2001-05-14,415.0,,868.0,690.0,1110.0,0.2,9,,,
2001,3038,5,135,2001-05-15,186.0,,1171.0,1106.0,1296.0,0.1,9,,,
2001,3038,5,136,2001-05-16,-128.0,,1122.0,1059.0,1168.0,0.25,"11, 8",,,
2001,3038,5,137,2001-05-17,-65.0,,1049.0,1020.0,1103.0,0.35,"11, 9, 8",,,
2001,3038,5,138,2001-05-18,67.0,,1137.0,1054.0,1170.0,0.5,9,,,
2004,3038,5,133,2004-05-12,9.0,,137.0,135.0,139.0,,16,,,
2004,3038,5,134,2004-05-13,21.0,,154.0,148.0,160.0,,16,,,
2004,3038,5,135,2004-05-14,50.0,,204.0,197.0,210.0,0.3,23,,,
2004,3038,5,136,2004-05-15,61.0,,258.0,244.0,271.0,0.65,23,,,
2004,3038,5,137,2004-05-16,48.0,,307.0,295.0,319.0,0.7,23,,,
2004,3038,5,138,2004-05-17,52.0,,358.0,345.0,371.0,0.8,23,,,
2004,3038,5,139,2004-05-18,120.0,,454.0,437.0,491.0,1.0,23,,,
2012,3038,5,133,2012-05-12,124.0,,618.0,576.0,660.0,0.3,"26,25,23",,,
2012,3038,5,134,2012-05-13,411.0,,892.0,860.0,1071.0,0.3,"9,26,27",,,
2012,3038,5,135,2012-05-14,-12.0,,1034.0,1011.0,1059.0,0.4,"9,27",,,
2012,3038,5,136,2012-05-15,176.0,,1119.0,1009.0,1235.0,0.8,"9, 8,27",,,
2012,3038,5,137,2012-05-16,-140.0,,1040.0,1009.0,1095.0,0.8,"9,27",,,
2012,3038,5,138,2012-05-17,44.0,,1134.0,1128.0,1139.0,0.8,"9,27",,,
2012,3038,5,139,2012-05-18,-29.0,,1106.0,1101.0,1110.0,0.9,"9, 8,27",,,
1993,3041,5,132,1993-05-12,22.0,,119.0,115.0,123.0,0.6,23,,,
1993,3041,5,133,1993-05-13,27.0,,144.0,137.0,150.0,1.3,23,,,
1993,3041,5,134,1993-05-14,23.0,,168.0,162.0,173.0,1.7,23,,,
1993,3041,5,135,1993-05-15,25.0,,192.0,186.0,198.0,1.4,23,,,
1993,3041,5,136,1993-05-16,20.0,,215.0,211.0,218.0,1.9,23,,,
1993,3041,5,137,1993-05-17,46.0,,256.0,247.0,264.0,0.6,23,,,
1993,3041,5,138,1993-05-18,30.0,,287.0,280.0,294.0,0.2,23,,,
1997,3041,5,132,1997-05-12,-63.0,,620.0,605.0,645.0,0.4,"8,27",,,
1997,3041,5,133,1997-05-13,-44.0,,586.0,571.0,601.0,0.6,"8,27",,,
1997,3041,5,134,1997-05-14,-56.0,,522.0,499.0,545.0,0.8,"8,27",,,
1997,3041,5,135,1997-05-15,-75.0,,465.0,459.0,470.0,0.8,"8,27",,,
1997,3041,5,136,1997-05-16,67.0,,487.0,437.0,537.0,0.9,"9, 8,27",,,
1997,3041,5,137,1997-05-17,0.0,,529.0,520.0,537.0,0.9,"9, 8,27",,,
1997,3041,5,138,1997-05-18,-44.0,,486.0,479.0,493.0,1.0,"8,27",,,
2001,3041,5,132,2001-05-12,47.0,,271.0,262.0,280.0,0.85,23,,,
2001,3041,5,133,2001-05-13,47.0,,316.0,304.0,327.0,0.8,23,,,
2001,3041,5,134,2001-05-14,52.0,,368.0,356.0,379.0,0.75,23,,,
2001,3041,5,135,2001-05-15,59.0,,425.0,412.0,438.0,0.9,23,,,
2001,3041,5,136,2001-05-16,165.0,,559.0,482.0,603.0,0.35,"26,25",,,
2001,3041,5,137,2001-05-17,160.0,,710.0,617.0,763.0,0.0,25,,,
2001,3041,5,138,2001-05-18,22.0,,774.0,767.0,785.0,0.3,9,,,
2004,3041,5,133,2004-05-12,31.0,,149.0,138.0,160.0,,16,,,
2004,3041,5,134,2004-05-13,28.0,,184.0,179.0,188.0,,16,,,
2004,3041,5,135,2004-05-14,23.0,,205.0,199.0,211.0,0.2,23,,,
2004,3041,5,136,2004-05-15,21.0,,228.0,223.0,232.0,3.95,23,,,
2004,3041,5,137,2004-05-16,21.0,,249.0,244.0,253.0,6.2,23,,,
2004,3041,5,138,2004-05-17,19.0,,270.0,267.0,272.0,5.25,23,,,
2004,3041,5,139,2004-05-18,30.0,,295.0,287.0,302.0,4.9,23,,,
2012,3041,5,133,2012-05-12,47.0,,398.0,389.0,407.0,0.0,23,,,
2012,3041,5,134,2012-05-13,29.0,,430.0,423.0,436.0,0.0,23,,,
2012,3041,5,135,2012-05-14,48.0,,472.0,459.0,484.0,0.0,23,,,
2012,3041,5,136,2012-05-15,78.0,,538.0,505.0,562.0,0.2,"26,25,23",,,1.0
2012,3041,5,137,2012-05-16,294.0,,634.0,584.0,856.0,0.2,"9,26,25",,,
2012,3041,5,138,2012-05-17,15.0,,850.0,843.0,871.0,0.2,9,,,
2012,3041,5,139,2012-05-18,-18.0,,850.0,846.0,853.0,0.1,9,,,
1993,3042,5,132,1993-05-12,23.0,2030.0,87.0,79.0,94.0,0.0,47,,,
1993,3042,5,133,1993-05-13,25.0,2330.0,109.0,99.0,119.0,0.0,23,,,
1993,3042,5,134,1993-05-14,23.0,2640.0,132.0,122.0,142.0,0.7,23,,,
1993,3042,5,135,1993-05-15,40.0,3160.0,175.0,168.0,182.0,0.8,23,,,
1993,3042,5,136,1993-05-16,35.0,3680.0,211.0,204.0,217.0,0.9,23,,,
1993,3042,5,137,1993-05-17,44.0,4260.0,247.0,232.0,261.0,1.2,23,,,
1993,3042,5,138,1993-05-18,57.0,5220.0,296.0,274.0,318.0,0.7,23,,,
1997,3042,5,132,1997-05-12,-78.0,20200.0,643.0,643.0,643.0,1.1,8,,,
1997,3042,5,133,1997-05-13,-40.0,18800.0,603.0,603.0,603.0,1.2,8,,,
1997,3042,5,134,1997-05-14,-10.0,18900.0,587.0,585.0,593.0,1.3,8,,,
1997,3042,5,135,1997-05-15,-17.0,18100.0,566.0,556.0,576.0,1.5,8,,,
1997,3042,5,136,1997-05-16,10.0,18700.0,570.0,553.0,586.0,1.7,"9, 8",,,
1997,3042,5,137,1997-05-17,20.0,20600.0,602.0,597.0,606.0,2.0,9,,,
1997,3042,5,138,1997-05-18,-19.0,19400.0,579.0,570.0,587.0,2.4,8,,,
2001,3042,5,132,2001-05-12,64.0,2590.0,195.0,182.0,207.0,,23,,,
2001,3042,5,133,2001-05-13,83.0,3410.0,274.0,258.0,290.0,0.8,23,,,
2001,3042,5,134,2001-05-14,81.0,4560.0,353.0,335.0,371.0,0.85,23,,,
2001,3042,5,135,2001-05-15,78.0,6270.0,432.0,414.0,449.0,1.05,23,,,
2001,3042,5,136,2001-05-16,121.0,9430.0,533.0,495.0,570.0,1.2,25,,,
2001,3042,5,137,2001-05-17,80.0,12900.0,626.0,590.0,650.0,1.55,26,,,
2001,3042,5,138,2001-05-18,88.0,17200.0,708.0,633.0,738.0,2.15,26,,,
2004,3042,5,133,2004-05-12,22.0,1660.0,75.0,68.0,81.0,,16,,,
2004,3042,5,134,2004-05-13,37.0,1920.0,107.0,96.0,118.0,,16,,,
2004,3042,5,135,2004-05-14,39.0,2270.0,149.0,141.0,157.0,0.0,16,,,
2004,3042,5,136,2004-05-15,33.0,2610.0,183.0,176.0,190.0,0.0,16,,,
2004,3042,5,137,2004-05-16,29.0,2950.0,214.0,209.0,219.0,0.4,23,,,
2004,3042,5,138,2004-05-17,35.0,3340.0,247.0,240.0,254.0,0.75,23,,,
2004,3042,5,139,2004-05-18,30.0,3800.0,275.0,266.0,284.0,1.3,23,,,
2012,3042,5,133,2012-05-12,78.0,7550.0,406.0,389.0,422.0,0.8,23,,,
2012,3042,5,134,2012-05-13,43.0,9860.0,455.0,445.0,465.0,0.9,23,,,
2012,3042,5,135,2012-05-14,54.0,12400.0,501.0,482.0,519.0,1.1,23,,,
2012,3042,5,136,2012-05-15,94.0,16400.0,577.0,553.0,613.0,1.1,23,,,1.0
2012,3042,5,137,2012-05-16,201.0,22100.0,674.0,625.0,814.0,0.8,"25,23",,,
2012,3042,5,138,2012-05-17,90.0,36500.0,872.0,847.0,904.0,0.7,9,,,
2012,3042,5,139,2012-05-18,18.0,41100.0,917.0,912.0,922.0,0.8,9,,,
1993,3045,5,132,1993-05-12,14.0,,-207.0,-211.0,-202.0,0.0,23,,,
1993,3045,5,133,1993-05-13,17.0,,-189.0,-193.0,-185.0,0.0,23,,,
1993,3045,5,134,1993-05-14,24.0,,-170.0,-178.0,-161.0,0.0,23,,,
1993,3045,5,135,1993-05-15,31.0,,-139.0,-148.0,-130.0,0.0,23,,,
1993,3045,5,136,1993-05-16,44.0,,-100.0,-114.0,-86.0,0.0,23,,,
1993,3045,5,137,1993-05-17,46.0,,-52.0,-63.0,-40.0,0.0,23,,,
1993,3045,5,138,1993-05-18,44.0,,-8.0,-19.0,4.0,0.0,23,,,
1997,3045,5,132,1997-05-12,-70.0,,480.0,478.0,478.0,0.8,"9, 8",,,
1997,3045,5,133,1997-05-13,-13.0,,450.0,434.0,465.0,1.2,8,,,
1997,3045,5,134,1997-05-14,-22.0,,443.0,443.0,443.0,1.3,8,,,
1997,3045,5,135,1997-05-15,-11.0,,416.0,400.0,432.0,1.2,"9, 8",,,
1997,3045,5,136,1997-05-16,-48.0,,381.0,377.0,384.0,1.1,9,,,
1997,3045,5,137,1997-05-17,-16.0,,368.0,367.0,368.0,1.3,"9, 8",,,
1997,3045,5,138,1997-05-18,-2.0,,359.0,351.0,366.0,1.4,9,,,
2001,3045,5,132,2001-05-12,67.0,,-90.0,-109.0,-71.0,,23,,,
2001,3045,5,133,2001-05-13,43.0,,-39.0,-50.0,-28.0,,23,,,
2001,3045,5,134,2001-05-14,61.0,,25.0,16.0,33.0,,23,,,
2001,3045,5,135,2001-05-15,92.0,,104.0,83.0,125.0,,23,,,
2001,3045,5,136,2001-05-16,76.0,,184.0,167.0,201.0,,23,,,
2001,3045,5,137,2001-05-17,123.0,,300.0,276.0,324.0,,23,,,
2001,3045,5,138,2001-05-18,209.0,,396.0,338.0,533.0,,"9,25,15",,,
2004,3045,5,133,2004-05-12,13.0,,-216.0,-219.0,-212.0,,16,,,
2004,3045,5,134,2004-05-13,18.0,,-198.0,-202.0,-194.0,,16,,,
2004,3045,5,135,2004-05-14,41.0,,-159.0,-165.0,-153.0,,23,,,
2004,3045,5,136,2004-05-15,35.0,,-125.0,-131.0,-118.0,,23,,,
2004,3045,5,137,2004-05-16,33.0,,-90.0,-95.0,-85.0,,"23,16",,,
2004,3045,5,138,2004-05-17,35.0,,-57.0,-64.0,-50.0,,"23,16",,,
2004,3045,5,139,2004-05-18,28.0,,-28.0,-34.0,-22.0,,23,,,
2012,3045,5,133,2012-05-12,90.0,,70.0,55.0,85.0,,23,,,
2012,3045,5,134,2012-05-13,59.0,,129.0,114.0,144.0,,23,,,
2012,3045,5,135,2012-05-14,59.0,,189.0,174.0,203.0,,23,,,
2012,3045,5,136,2012-05-15,72.0,,254.0,232.0,275.0,0.7,23,,,1.0
2012,3045,5,137,2012-05-16,130.0,,358.0,306.0,405.0,0.9,"26,25,15",,,
2012,3045,5,138,2012-05-17,219.0,,530.0,378.0,624.0,1.1,"9,26",,,
2012,3045,5,139,2012-05-18,54.0,,657.0,635.0,678.0,1.6,"9, 8",,,
1997,3047,5,132,1997-05-12,29.0,,916.0,886.0,936.0,,"12, 9",,,
1997,3047,5,133,1997-05-13,-51.0,,878.0,863.0,885.0,,9,,,
1997,3047,5,134,1997-05-14,-27.0,,852.0,851.0,858.0,,9,,,
1997,3047,5,135,1997-05-15,-36.0,,818.0,813.0,822.0,,9,,,
1997,3047,5,136,1997-05-16,-16.0,,746.0,685.0,806.0,,9,,,
1997,3047,5,137,1997-05-17,-179.0,,615.0,602.0,627.0,,"9, 8",,,
1997,3047,5,138,1997-05-18,-77.0,,542.0,534.0,550.0,,8,,,
2001,3047,5,132,2001-05-12,32.0,,118.0,112.0,124.0,0.0,16,,,
2001,3047,5,133,2001-05-13,25.0,,142.0,135.0,149.0,0.4,23,,,
2001,3047,5,134,2001-05-14,58.0,,193.0,179.0,207.0,0.6,23,,,
2001,3047,5,135,2001-05-15,65.0,,255.0,237.0,272.0,0.65,23,,,
2001,3047,5,136,2001-05-16,83.0,,337.0,318.0,355.0,0.5,23,,,
2001,3047,5,137,2001-05-17,70.0,,410.0,395.0,425.0,0.6,23,,,
2001,3047,5,138,2001-05-18,175.0,,544.0,487.0,600.0,0.7,23,,,
2004,3047,5,133,2004-05-12,7.0,,63.0,63.0,63.0,,16,,,
2004,3047,5,134,2004-05-13,19.0,,82.0,82.0,82.0,,16,,,
2004,3047,5,135,2004-05-14,20.0,,102.0,102.0,102.0,,16,,,
2004,3047,5,136,2004-05-15,20.0,,122.0,122.0,122.0,1.2,23,,,
2004,3047,5,137,2004-05-16,65.0,,178.0,168.0,187.0,1.3,23,,,
2004,3047,5,138,2004-05-17,36.0,,213.0,202.0,223.0,1.45,23,,,
2004,3047,5,139,2004-05-18,33.0,,247.0,238.0,256.0,1.5,23,,,
2012,3047,5,133,2012-05-12,71.0,,327.0,318.0,336.0,0.0,23,,,
2012,3047,5,134,2012-05-13,76.0,,404.0,396.0,412.0,0.0,23,,,
2012,3047,5,135,2012-05-14,49.0,,452.0,443.0,461.0,0.0,23,,,
2012,3047,5,136,2012-05-15,42.0,,496.0,489.0,503.0,0.0,23,,,1.0
2012,3047,5,137,2012-05-16,75.0,,551.0,522.0,578.0,0.0,"26,25,23",,,
2012,3047,5,138,2012-05-17,298.0,,705.0,581.0,876.0,0.0,"9,26,25",,,
2012,3047,5,139,2012-05-18,137.0,,979.0,896.0,1013.0,0.1,9,,,
1993,3050,5,132,1993-05-12,4.0,,131.0,130.0,132.0,,47,,,
1993,3050,5,133,1993-05-13,7.0,,138.0,137.0,139.0,,47,,,
1993,3050,5,134,1993-05-14,11.0,,149.0,147.0,150.0,,47,,,
1993,3050,5,135,1993-05-15,21.0,,168.0,164.0,171.0,,47,,,
1993,3050,5,136,1993-05-16,13.0,,182.0,180.0,184.0,,47,,,
1993,3050,5,137,1993-05-17,4.0,,188.0,187.0,188.0,,47,,,
1993,3050,5,138,1993-05-18,13.0,,200.0,198.0,201.0,,47,,,
1997,3050,5,132,1997-05-12,61.0,,467.0,447.0,493.0,0.8,"23,16",,,
1997,3050,5,133,1997-05-13,48.0,,517.0,499.0,541.0,0.9,"23,16",,,
1997,3050,5,134,1997-05-14,42.0,,560.0,546.0,583.0,0.9,"23,16",,,
1997,3050,5,135,1997-05-15,50.0,,592.0,565.0,633.0,0.9,"25,23,16",,,
1997,3050,5,136,1997-05-16,74.0,,648.0,633.0,707.0,1.1,"26,25",,,
1997,3050,5,137,1997-05-17,175.0,,808.0,743.0,882.0,0.4,"9,26",,,
1997,3050,5,138,1997-05-18,2.0,,871.0,858.0,884.0,0.5,9,,,
2001,3050,5,132,2001-05-12,6.0,,149.0,147.0,151.0,0.2,23,,,
2001,3050,5,133,2001-05-13,4.0,,155.0,154.0,155.0,0.1,23,,,
2001,3050,5,134,2001-05-14,3.0,,157.0,156.0,158.0,0.3,23,,,
2001,3050,5,135,2001-05-15,7.0,,163.0,160.0,165.0,0.35,23,,,
2001,3050,5,136,2001-05-16,25.0,,182.0,174.0,190.0,0.4,23,,,
2001,3050,5,137,2001-05-17,235.0,,353.0,280.0,425.0,0.6,23,,,
2001,3050,5,138,2001-05-18,201.0,,563.0,465.0,626.0,0.6,23,,,
2004,3050,5,133,2004-05-12,5.0,,114.0,113.0,115.0,,16,,,
2004,3050,5,134,2004-05-13,8.0,,121.0,118.0,123.0,,16,,,
2004,3050,5,135,2004-05-14,12.0,,132.0,128.0,135.0,,16,,,
2004,3050,5,136,2004-05-15,12.0,,144.0,141.0,147.0,,16,,,
2004,3050,5,137,2004-05-16,13.0,,156.0,152.0,160.0,,16,,,
2004,3050,5,138,2004-05-17,16.0,,171.0,165.0,176.0,,16,,,
2004,3050,5,139,2004-05-18,34.0,,200.0,189.0,210.0,0.3,23,,,
2012,3050,5,133,2012-05-12,117.0,,378.0,332.0,423.0,,23,,,
2012,3050,5,134,2012-05-13,192.0,,593.0,570.0,615.0,,23,,,
2012,3050,5,135,2012-05-14,187.0,,738.0,673.0,802.0,,23,,,
2012,3050,5,136,2012-05-15,282.0,,997.0,880.0,1084.0,,"26,25",,,1.0
2012,3050,5,137,2012-05-16,96.0,,1111.0,1066.0,1180.0,,"26,25",,,
2012,3050,5,138,2012-05-17,-106.0,,1069.0,1046.0,1074.0,,"9, 8",,,
2012,3050,5,139,2012-05-18,-40.0,,998.0,951.0,1034.0,,8,,,
1993,3087,5,132,1993-05-12,-1.0,800.0,216.0,215.0,216.0,3.7,29,,,
1993,3087,5,133,1993-05-13,-1.0,785.0,214.0,213.0,215.0,4.4,29,,,
1993,3087,5,134,1993-05-14,-6.0,734.0,207.0,205.0,209.0,4.6,29,,,
1993,3087,5,135,1993-05-15,-5.0,713.0,204.0,204.0,204.0,4.8,29,,,
1993,3087,5,136,1993-05-16,4.0,734.0,207.0,206.0,208.0,5.1,29,,,
1993,3087,5,137,1993-05-17,4.0,770.0,212.0,211.0,212.0,5.6,29,,,
1993,3087,5,138,1993-05-18,0.0,770.0,212.0,212.0,212.0,6.8,29,,,
1997,3087,5,132,1997-05-12,21.0,1810.0,322.0,314.0,330.0,4.8,29,,,
1997,3087,5,133,1997-05-13,3.0,1940.0,332.0,330.0,333.0,4.3,29,,,
1997,3087,5,134,1997-05-14,-7.0,1860.0,326.0,326.0,326.0,5.2,29,,,
1997,3087,5,135,1997-05-15,-2.0,1790.0,320.0,315.0,324.0,4.7,29,,,
1997,3087,5,136,1997-05-16,-13.0,1590.0,303.0,295.0,311.0,5.4,29,,,
1997,3087,5,137,1997-05-17,-21.0,1430.0,288.0,285.0,290.0,5.4,29,,,
1997,3087,5,138,1997-05-18,-10.0,1330.0,279.0,278.0,280.0,5.5,29,,,
2001,3087,5,132,2001-05-12,154.0,3010.0,443.0,437.0,449.0,0.35,9,,,
