snow_height,snow_coverage_station,station_id,date
6.5,9.0,3029,1992-09-22
3.0,5.0,3029,1992-09-23
1.5,4.5,3029,1992-09-24
1.0,4.5,3029,1992-09-25
0.0,0.0,3029,1992-09-26
0.0,0.0,3029,1992-09-27
0.0,0.0,3029,1992-09-28
0.0,0.0,3029,1992-09-29
0.0,0.0,3029,1992-09-30
0.0,0.0,3029,1992-10-01
0.0,2.0,3029,1992-10-02
2.0,7.0,3029,1992-10-03
1.0,7.0,3029,1992-10-04
0.0,0.0,3029,1992-10-05
0.0,0.0,3029,1992-10-06
0.0,0.0,3029,1992-10-07
0.0,0.0,3029,1992-10-08
2.0,5.0,3029,1992-10-09
1.5,7.0,3029,1992-10-10
0.0,0.0,3029,1992-10-11
0.0,0.0,3029,1992-10-12
0.0,0.0,3029,1992-10-13
0.0,0.0,3029,1992-10-14
0.0,0.0,3029,1992-10-15
0.0,0.0,3029,1992-10-16
0.0,0.0,3029,1992-10-17
1.0,10.0,3029,1992-10-18
1.5,5.0,3029,1992-10-19
1.5,4.0,3029,1992-10-20
2.0,10.0,3029,1992-10-21
3.5,10.0,3029,1992-10-22
3.0,10.0,3029,1992-10-23
1.5,10.0,3029,1992-10-24
1.0,8.0,3029,1992-10-25
0.0,5.0,3029,1992-10-26
0.0,0.0,3029,1992-10-27
0.0,0.0,3029,1992-10-28
0.5,8.0,3029,1992-10-29
0.5,7.0,3029,1992-10-30
0.5,7.0,3029,1992-10-31
2.0,10.0,3029,1992-11-01
7.0,10.0,3029,1992-11-02
8.0,10.0,3029,1992-11-03
8.0,10.0,3029,1992-11-04
7.5,10.0,3029,1992-11-05
7.0,10.0,3029,1992-11-06
7.0,10.0,3029,1992-11-07
10.0,10.0,3029,1992-11-08
12.5,10.0,3029,1992-11-09
13.5,10.0,3029,1992-11-10
13.5,10.0,3029,1992-11-11
12.5,10.0,3029,1992-11-12
14.5,10.0,3029,1992-11-13
14.5,10.0,3029,1992-11-14
15.0,10.0,3029,1992-11-15
15.0,10.0,3029,1992-11-16
15.0,10.0,3029,1992-11-17
14.5,10.0,3029,1992-11-18
15.0,10.0,3029,1992-11-19
15.0,10.0,3029,1992-11-20
15.5,10.0,3029,1992-11-21
15.5,10.0,3029,1992-11-22
15.5,10.0,3029,1992-11-23
15.5,10.0,3029,1992-11-24
15.5,10.0,3029,1992-11-25
15.5,10.0,3029,1992-11-26
18.5,10.0,3029,1992-11-27
22.0,10.0,3029,1992-11-28
22.0,10.0,3029,1992-11-29
22.0,10.0,3029,1992-11-30
22.5,10.0,3029,1992-12-01
22.5,10.0,3029,1992-12-02
22.5,10.0,3029,1992-12-03
22.5,10.0,3029,1992-12-04
22.5,10.0,3029,1992-12-05
22.5,10.0,3029,1992-12-06
22.5,10.0,3029,1992-12-07
22.5,10.0,3029,1992-12-08
22.5,10.0,3029,1992-12-09
22.5,10.0,3029,1992-12-10
22.5,10.0,3029,1992-12-11
22.5,10.0,3029,1992-12-12
21.0,10.0,3029,1992-12-13
22.0,10.0,3029,1992-12-14
24.5,10.0,3029,1992-12-15
25.5,10.0,3029,1992-12-16
25.0,10.0,3029,1992-12-17
24.0,10.0,3029,1992-12-18
24.5,10.0,3029,1992-12-19
24.5,10.0,3029,1992-12-20
24.5,10.0,3029,1992-12-21
24.0,10.0,3029,1992-12-22
24.5,10.0,3029,1992-12-23
26.0,10.0,3029,1992-12-24
30.5,10.0,3029,1992-12-25
31.5,10.0,3029,1992-12-26
31.5,10.0,3029,1992-12-27
32.0,10.0,3029,1992-12-28
32.0,10.0,3029,1992-12-29
32.5,10.0,3029,1992-12-30
33.5,10.0,3029,1992-12-31
36.0,10.0,3029,1993-01-01
36.5,10.0,3029,1993-01-02
37.5,10.0,3029,1993-01-03
38.0,10.0,3029,1993-01-04
37.0,10.0,3029,1993-01-05
37.0,10.0,3029,1993-01-06
37.5,10.0,3029,1993-01-07
38.0,10.0,3029,1993-01-08
38.0,10.0,3029,1993-01-09
38.0,10.0,3029,1993-01-10
38.5,10.0,3029,1993-01-11
39.0,10.0,3029,1993-01-12
39.0,10.0,3029,1993-01-13
39.0,10.0,3029,1993-01-14
39.0,10.0,3029,1993-01-15
39.0,10.0,3029,1993-01-16
39.0,10.0,3029,1993-01-17
39.0,10.0,3029,1993-01-18
39.0,10.0,3029,1993-01-19
42.5,10.0,3029,1993-01-20
42.0,10.0,3029,1993-01-21
49.5,10.0,3029,1993-01-22
49.5,10.0,3029,1993-01-23
50.0,10.0,3029,1993-01-24
50.0,10.0,3029,1993-01-25
50.0,10.0,3029,1993-01-26
52.0,10.0,3029,1993-01-27
54.0,10.0,3029,1993-01-28
55.0,10.0,3029,1993-01-29
58.0,10.0,3029,1993-01-30
58.0,10.0,3029,1993-01-31
59.0,10.0,3029,1993-02-01
61.5,10.0,3029,1993-02-02
61.0,10.0,3029,1993-02-03
61.5,10.0,3029,1993-02-04
61.0,10.0,3029,1993-02-05
61.5,10.0,3029,1993-02-06
61.0,10.0,3029,1993-02-07
61.0,10.0,3029,1993-02-08
59.5,10.0,3029,1993-02-09
59.0,10.0,3029,1993-02-10
58.5,10.0,3029,1993-02-11
58.0,10.0,3029,1993-02-12
58.5,10.0,3029,1993-02-13
60.0,10.0,3029,1993-02-14
60.0,10.0,3029,1993-02-15
60.5,10.0,3029,1993-02-16
61.0,10.0,3029,1993-02-17
62.5,10.0,3029,1993-02-18
61.5,10.0,3029,1993-02-19
61.5,10.0,3029,1993-02-20
61.0,10.0,3029,1993-02-21
61.5,10.0,3029,1993-02-22
61.5,10.0,3029,1993-02-23
61.0,10.0,3029,1993-02-24
61.0,10.0,3029,1993-02-25
60.5,10.0,3029,1993-02-26
60.5,10.0,3029,1993-02-27
60.5,10.0,3029,1993-02-28
62.0,10.0,3029,1993-03-01
65.0,10.0,3029,1993-03-02
65.0,10.0,3029,1993-03-03
67.0,10.0,3029,1993-03-04
66.0,10.0,3029,1993-03-05
67.0,10.0,3029,1993-03-06
68.0,10.0,3029,1993-03-07
67.5,10.0,3029,1993-03-08
68.0,10.0,3029,1993-03-09
67.5,10.0,3029,1993-03-10
67.5,10.0,3029,1993-03-11
67.5,10.0,3029,1993-03-12
70.5,10.0,3029,1993-03-13
69.5,10.0,3029,1993-03-14
69.0,10.0,3029,1993-03-15
74.5,10.0,3029,1993-03-16
66.5,10.0,3029,1993-03-17
66.5,10.0,3029,1993-03-18
65.5,10.0,3029,1993-03-19
64.5,10.0,3029,1993-03-20
68.0,10.0,3029,1993-03-21
69.0,10.0,3029,1993-03-22
69.0,10.0,3029,1993-03-23
68.5,10.0,3029,1993-03-24
71.5,10.0,3029,1993-03-25
69.5,10.0,3029,1993-03-26
69.0,10.0,3029,1993-03-27
68.5,10.0,3029,1993-03-28
68.5,10.0,3029,1993-03-29
66.0,10.0,3029,1993-03-30
64.5,10.0,3029,1993-03-31
65.5,10.0,3029,1993-04-01
65.5,10.0,3029,1993-04-02
65.0,10.0,3029,1993-04-03
64.5,10.0,3029,1993-04-04
65.5,10.0,3029,1993-04-05
65.5,10.0,3029,1993-04-06
64.5,10.0,3029,1993-04-07
64.5,10.0,3029,1993-04-08
64.0,10.0,3029,1993-04-09
63.5,9.5,3029,1993-04-10
62.0,9.5,3029,1993-04-11
59.5,9.5,3029,1993-04-12
58.0,9.5,3029,1993-04-13
55.0,9.5,3029,1993-04-14
51.0,9.5,3029,1993-04-15
38.0,9.0,3029,1993-04-16
35.0,8.5,3029,1993-04-17
37.0,8.0,3029,1993-04-18
35.5,8.0,3029,1993-04-19
33.5,8.0,3029,1993-04-20
31.09858873382359,8.003749771251222,3029,1993-04-21
29.87708431777204,7.983859180943601,3029,1993-04-22
28.374012262550263,7.963562427620205,3029,1993-04-23
27.64943323316695,7.880293887584273,3029,1993-04-24
26.622141861216562,7.833615023218487,3029,1993-04-25
24.96365831679543,7.771715578012058,3029,1993-04-26
23.317348489694833,7.699948863713309,3029,1993-04-27
22.147299835429948,7.561540590523648,3029,1993-04-28
21.8959273617406,7.466014039687013,3029,1993-04-29
20.841398843811113,7.404462250584391,3029,1993-04-30
19.713756678219987,7.353169310646286,3029,1993-05-01
19.08855859672729,7.284707608919667,3029,1993-05-02
17.8306102762926,7.2266780486354545,3029,1993-05-03
17.314465515861507,7.169550218380816,3029,1993-05-04
16.82582987894474,7.123968833133667,3029,1993-05-05
16.643606675487426,7.032001841953123,3029,1993-05-06
16.340548730465365,6.949209577400224,3029,1993-05-07
15.55037800147123,6.893943094652754,3029,1993-05-08
15.257698881933617,6.843958776773742,3029,1993-05-09
14.753587493589045,6.818622201640062,3029,1993-05-10
13.917409644940253,6.796812885501302,3029,1993-05-11
12.925864149567971,6.747470026065329,3029,1993-05-12
12.342947746529184,6.675504107458387,3029,1993-05-13
11.499677246113848,6.591723979174613,3029,1993-05-14
11.088420728910759,6.521604353893956,3029,1993-05-15
10.467633338573378,6.459959238772296,3029,1993-05-16
10.042287147536545,6.3750024897239355,3029,1993-05-17
9.863621658393871,6.299245682753915,3029,1993-05-18
10.095154484060483,6.246158212963717,3029,1993-05-19
9.32949109240942,6.199243751794402,3029,1993-05-20
9.15880023437543,6.1653147292166555,3029,1993-05-21
8.570351345527456,6.139181944364774,3029,1993-05-22
8.223156340372025,6.106897812136033,3029,1993-05-23
7.726509395684147,6.059048330964309,3029,1993-05-24
7.124739329326172,5.996998688037168,3029,1993-05-25
7.192612329275654,5.935952632091558,3029,1993-05-26
6.712549483813238,5.877610363152948,3029,1993-05-27
6.403660953403914,5.818389338835398,3029,1993-05-28
5.686741928425327,5.762345280201686,3029,1993-05-29
5.484290165266529,5.709000168521845,3029,1993-05-30
5.082255252684803,5.657010480380985,3029,1993-05-31
5.013951018349978,5.6054667634247775,3029,1993-06-01
4.350467702084355,5.5539521926297395,3029,1993-06-02
4.125809071198319,5.502319659696016,3029,1993-06-03
4.132178852359459,5.45073912772243,3029,1993-06-04
3.3382511544566107,5.398671731192822,3029,1993-06-05
2.751899820134394,5.346297308857992,3029,1993-06-06
2.7243453399033832,5.2943179353345915,3029,1993-06-07
1.8956051903120468,5.242429616279495,3029,1993-06-08
1.9723695510691819,5.190502751963695,3029,1993-06-09
1.6282968368998887,5.138579592988201,3029,1993-06-10
1.5727038110873046,5.0863504009629565,3029,1993-06-11
1.271192107646705,5.03344964976012,3029,1993-06-12
0.6839400162415679,4.980206374805437,3029,1993-06-13
0.40768822111610703,4.9270433308776616,3029,1993-06-14
0.13449373657646646,4.875584098000434,3029,1993-06-15
0.0,0.0,3029,1993-06-16
0.0,0.0,3029,1993-06-17
0.0,0.0,3029,1993-06-18
0.0,0.0,3029,1993-06-19
0.0,0.0,3029,1993-06-20
0.0,0.0,3029,1993-06-21
0.0,0.0,3029,1993-06-22
0.0,0.0,3029,1993-06-23
0.0,0.0,3029,1993-06-24
0.0,0.0,3029,1993-06-25
0.0,0.0,3029,1993-06-26
0.0,0.0,3029,1993-06-27
0.0,0.0,3029,1993-06-28
0.0,0.0,3029,1993-06-29
0.0,0.0,3029,1993-06-30
0.0,0.0,3029,1993-07-01
0.0,0.0,3029,1993-07-02
0.0,0.0,3029,1993-07-03
0.0,0.0,3029,1993-07-04
0.0,0.0,3029,1993-07-05
0.0,0.0,3029,1993-07-06
0.0,0.0,3029,1993-07-07
0.0,0.0,3029,1993-07-08
0.0,0.0,3029,1993-07-09
0.0,0.0,3029,1993-07-10
0.0,0.0,3029,1993-07-11
0.0,0.0,3029,1993-07-12
0.0,0.0,3029,1993-07-13
0.0,0.0,3029,1993-07-14
0.0,0.0,3029,1993-07-15
0.0,0.0,3029,1993-07-16
0.0,0.0,3029,1993-07-17
0.0,0.0,3029,1993-07-18
0.0,0.0,3029,1993-07-19
0.0,0.0,3029,1993-07-20
0.0,0.0,3029,1993-07-21
0.0,0.0,3029,1993-07-22
0.0,0.0,3029,1993-07-23
0.0,0.0,3029,1993-07-24
0.0,0.0,3029,1993-07-25
0.0,0.0,3029,1993-07-26
0.0,0.0,3029,1993-07-27
0.0,0.0,3029,1993-07-28
0.0,0.0,3029,1993-07-29
0.0,0.0,3029,1993-07-30
0.0,0.0,3029,1993-07-31
0.0,0.0,3029,1993-08-01
0.0,0.0,3029,1993-08-02
0.0,0.0,3029,1993-08-03
0.0,0.0,3029,1993-08-04
0.0,0.0,3029,1993-08-05
0.0,0.0,3029,1993-08-06
0.0,0.0,3029,1993-08-07
0.0,0.0,3029,1993-08-08
0.0,0.0,3029,1993-08-09
0.0,0.0,3029,1993-08-10
0.0,0.0,3029,1993-08-11
0.0,0.0,3029,1993-08-12
0.0,0.0,3029,1993-08-13
0.0,0.0,3029,1993-08-14
0.0,0.0,3029,1993-08-15
0.0,0.0,3029,1993-08-16
0.0,0.0,3029,1993-08-17
0.0,0.0,3029,1993-08-18
0.0,0.0,3029,1993-08-19
0.0,0.0,3029,1993-08-20
0.0,0.0,3029,1993-08-21
0.0,0.0,3029,1993-08-22
0.0,0.0,3029,1993-08-23
0.0,0.0,3029,1993-08-24
0.0,0.0,3029,1993-08-25
0.0,0.0,3029,1993-08-26
0.0,0.0,3029,1993-08-27
0.0,0.0,3029,1993-08-28
0.0,0.0,3029,1993-08-29
0.0,0.0,3029,1993-08-30
0.0,0.0,3029,1993-08-31
0.0,0.0,3029,1993-09-01
0.0,0.0,3029,1993-09-02
0.0,0.0,3029,1993-09-03
0.0,0.0,3029,1993-09-04
0.0,0.0,3029,1993-09-05
0.0,0.0,3029,1993-09-06
0.0,0.0,3029,1993-09-07
0.0,0.0,3029,1993-09-08
0.0,0.0,3029,1993-09-09
0.0,0.0,3029,1993-09-10
0.0,0.0,3029,1993-09-11
0.0,0.0,3029,1993-09-12
0.0,0.0,3029,1993-09-13
0.0,0.0,3029,1993-09-14
0.0,0.0,3029,1993-09-15
0.0,0.0,3029,1993-09-16
0.0,0.0,3029,1993-09-17
0.0,0.0,3029,1993-09-18
0.0,0.0,3029,1993-09-19
0.0,0.0,3029,1993-09-20
0.0,0.0,3029,1993-09-21
0.0,0.0,3029,1993-09-22
0.0,0.0,3029,1993-09-23
0.0,0.0,3029,1993-09-24
0.0,0.0,3029,1993-09-25
0.0,0.0,3029,1993-09-26
0.0,0.0,3029,1993-09-27
0.0,0.0,3029,1993-09-28
0.0,0.0,3029,1993-09-29
0.0,0.0,3029,1993-09-30
0.0,0.0,3029,1993-10-01
1.0,10.0,3029,1993-10-02
0.0,0.0,3029,1993-10-03
0.0,0.0,3029,1993-10-04
0.0,0.0,3029,1993-10-05
3.0,10.0,3029,1993-10-06
3.0,10.0,3029,1993-10-07
3.5,10.0,3029,1993-10-08
3.5,10.0,3029,1993-10-09
5.0,10.0,3029,1993-10-10
2.0,10.0,3029,1993-10-11
3.0,10.0,3029,1993-10-12
5.0,10.0,3029,1993-10-13
8.0,10.0,3029,1993-10-14
6.5,10.0,3029,1993-10-15
7.0,10.0,3029,1993-10-16
16.5,10.0,3029,1993-10-17
5.5,10.0,3029,1993-10-18
0.5,5.0,3029,1993-10-19
2.5,10.0,3029,1993-10-20
2.0,10.0,3029,1993-10-21
2.0,10.0,3029,1993-10-22
2.0,10.0,3029,1993-10-23
2.0,9.0,3029,1993-10-24
4.5,10.0,3029,1993-10-25
4.5,10.0,3029,1993-10-26
3.5,10.0,3029,1993-10-27
5.0,10.0,3029,1993-10-28
4.0,10.0,3029,1993-10-29
5.0,10.0,3029,1993-10-30
5.0,10.0,3029,1993-10-31
10.0,10.0,3029,1993-11-01
8.0,10.0,3029,1993-11-02
9.5,10.0,3029,1993-11-03
9.5,10.0,3029,1993-11-04
9.5,10.0,3029,1993-11-05
9.5,10.0,3029,1993-11-06
9.5,10.0,3029,1993-11-07
9.5,10.0,3029,1993-11-08
9.5,10.0,3029,1993-11-09
11.0,10.0,3029,1993-11-10
11.5,10.0,3029,1993-11-11
17.5,10.0,3029,1993-11-12
16.0,10.0,3029,1993-11-13
14.5,10.0,3029,1993-11-14
14.5,10.0,3029,1993-11-15
20.0,10.0,3029,1993-11-16
20.0,10.0,3029,1993-11-17
20.0,10.0,3029,1993-11-18
20.0,10.0,3029,1993-11-19
20.0,10.0,3029,1993-11-20
21.0,10.0,3029,1993-11-21
21.0,10.0,3029,1993-11-22
22.5,10.0,3029,1993-11-23
23.5,10.0,3029,1993-11-24
24.5,10.0,3029,1993-11-25
24.5,10.0,3029,1993-11-26
26.0,10.0,3029,1993-11-27
30.0,10.0,3029,1993-11-28
31.5,10.0,3029,1993-11-29
32.0,10.0,3029,1993-11-30
32.0,10.0,3029,1993-12-01
35.5,10.0,3029,1993-12-02
46.5,10.0,3029,1993-12-03
44.5,10.0,3029,1993-12-04
47.5,10.0,3029,1993-12-05
48.5,10.0,3029,1993-12-06
47.5,10.0,3029,1993-12-07
46.0,10.0,3029,1993-12-08
46.0,10.0,3029,1993-12-09
47.0,10.0,3029,1993-12-10
47.5,10.0,3029,1993-12-11
47.5,10.0,3029,1993-12-12
46.0,10.0,3029,1993-12-13
46.0,10.0,3029,1993-12-14
47.0,10.0,3029,1993-12-15
47.5,10.0,3029,1993-12-16
48.0,10.0,3029,1993-12-17
47.5,10.0,3029,1993-12-18
46.0,10.0,3029,1993-12-19
47.0,10.0,3029,1993-12-20
47.0,10.0,3029,1993-12-21
55.5,10.0,3029,1993-12-22
57.0,10.0,3029,1993-12-23
57.5,10.0,3029,1993-12-24
58.5,10.0,3029,1993-12-25
59.5,10.0,3029,1993-12-26
60.0,10.0,3029,1993-12-27
60.0,10.0,3029,1993-12-28
60.5,10.0,3029,1993-12-29
59.5,10.0,3029,1993-12-30
59.5,10.0,3029,1993-12-31
59.5,10.0,3029,1994-01-01
59.5,10.0,3029,1994-01-02
59.5,10.0,3029,1994-01-03
58.5,10.0,3029,1994-01-04
58.5,10.0,3029,1994-01-05
57.5,10.0,3029,1994-01-06
60.0,10.0,3029,1994-01-07
59.5,10.0,3029,1994-01-08
59.5,10.0,3029,1994-01-09
59.5,10.0,3029,1994-01-10
59.5,10.0,3029,1994-01-11
59.5,10.0,3029,1994-01-12
59.5,10.0,3029,1994-01-13
59.5,10.0,3029,1994-01-14
58.5,10.0,3029,1994-01-15
58.0,10.0,3029,1994-01-16
58.0,10.0,3029,1994-01-17
58.5,10.0,3029,1994-01-18
59.0,10.0,3029,1994-01-19
60.0,10.0,3029,1994-01-20
60.5,10.0,3029,1994-01-21
60.5,10.0,3029,1994-01-22
62.5,10.0,3029,1994-01-23
62.5,10.0,3029,1994-01-24
62.5,10.0,3029,1994-01-25
62.0,10.0,3029,1994-01-26
63.5,10.0,3029,1994-01-27
63.5,10.0,3029,1994-01-28
65.0,10.0,3029,1994-01-29
65.5,10.0,3029,1994-01-30
66.0,10.0,3029,1994-01-31
66.5,10.0,3029,1994-02-01
68.5,10.0,3029,1994-02-02
76.5,10.0,3029,1994-02-03
76.0,10.0,3029,1994-02-04
75.5,10.0,3029,1994-02-05
75.5,10.0,3029,1994-02-06
75.5,10.0,3029,1994-02-07
75.5,10.0,3029,1994-02-08
74.0,10.0,3029,1994-02-09
74.0,10.0,3029,1994-02-10
74.0,10.0,3029,1994-02-11
74.0,10.0,3029,1994-02-12
73.5,10.0,3029,1994-02-13
73.5,10.0,3029,1994-02-14
73.5,10.0,3029,1994-02-15
73.5,10.0,3029,1994-02-16
72.5,10.0,3029,1994-02-17
72.5,10.0,3029,1994-02-18
71.0,10.0,3029,1994-02-19
71.0,10.0,3029,1994-02-20
71.0,10.0,3029,1994-02-21
71.0,10.0,3029,1994-02-22
71.0,10.0,3029,1994-02-23
71.0,10.0,3029,1994-02-24
71.0,10.0,3029,1994-02-25
70.0,10.0,3029,1994-02-26
70.0,10.0,3029,1994-02-27
70.0,10.0,3029,1994-02-28
70.0,10.0,3029,1994-03-01
70.0,10.0,3029,1994-03-02
70.0,10.0,3029,1994-03-03
70.0,10.0,3029,1994-03-04
70.5,10.0,3029,1994-03-05
70.5,10.0,3029,1994-03-06
71.0,10.0,3029,1994-03-07
71.0,10.0,3029,1994-03-08
71.0,10.0,3029,1994-03-09
71.0,10.0,3029,1994-03-10
70.5,10.0,3029,1994-03-11
69.5,10.0,3029,1994-03-12
69.0,10.0,3029,1994-03-13
69.0,10.0,3029,1994-03-14
69.5,10.0,3029,1994-03-15
70.0,10.0,3029,1994-03-16
72.0,10.0,3029,1994-03-17
71.5,10.0,3029,1994-03-18
71.5,10.0,3029,1994-03-19
71.0,10.0,3029,1994-03-20
70.0,10.0,3029,1994-03-21
70.0,10.0,3029,1994-03-22
69.5,10.0,3029,1994-03-23
68.5,10.0,3029,1994-03-24
68.0,10.0,3029,1994-03-25
71.0,10.0,3029,1994-03-26
73.5,10.0,3029,1994-03-27
71.5,10.0,3029,1994-03-28
71.0,10.0,3029,1994-03-29
72.5,10.0,3029,1994-03-30
77.0,10.0,3029,1994-03-31
78.5,10.0,3029,1994-04-01
78.5,10.0,3029,1994-04-02
82.5,10.0,3029,1994-04-03
81.0,10.0,3029,1994-04-04
82.5,10.0,3029,1994-04-05
82.0,10.0,3029,1994-04-06
79.0,10.0,3029,1994-04-07
78.0,10.0,3029,1994-04-08
78.0,10.0,3029,1994-04-09
78.5,10.0,3029,1994-04-10
78.5,10.0,3029,1994-04-11
79.5,10.0,3029,1994-04-12
80.0,10.0,3029,1994-04-13
80.0,10.0,3029,1994-04-14
79.0,10.0,3029,1994-04-15
78.5,10.0,3029,1994-04-16
76.0,10.0,3029,1994-04-17
77.0,10.0,3029,1994-04-18
77.0,10.0,3029,1994-04-19
79.5,10.0,3029,1994-04-20
75.5,10.0,3029,1994-04-21
74.0,10.0,3029,1994-04-22
73.5,10.0,3029,1994-04-23
72.0,10.0,3029,1994-04-24
69.0,10.0,3029,1994-04-25
65.0,10.0,3029,1994-04-26
65.0,10.0,3029,1994-04-27
57.0,9.5,3029,1994-04-28
52.5,9.5,3029,1994-04-29
44.5,9.5,3029,1994-04-30
37.0,9.5,3029,1994-05-01
32.5,9.0,3029,1994-05-02
27.0,8.0,3029,1994-05-03
20.5,7.0,3029,1994-05-04
14.0,6.0,3029,1994-05-05
11.0,5.5,3029,1994-05-06
9.5,4.0,3029,1994-05-07
8.5,4.0,3029,1994-05-08
3.0,6.0,3029,1994-05-09
2.0,4.0,3029,1994-05-10
2.0,7.0,3029,1994-05-11
1.5,3.0,3029,1994-05-12
3.0,10.0,3029,1994-05-13
2.5,9.0,3029,1994-05-14
1.0,3.5,3029,1994-05-15
0.5,2.5,3029,1994-05-16
0.0,0.5,3029,1994-05-17
0.0,0.5,3029,1994-05-18
0.0,0.5,3029,1994-05-19
0.0,0.5,3029,1994-05-20
0.0,0.0,3029,1994-05-21
0.0,0.0,3029,1994-05-22
0.0,0.0,3029,1994-05-23
0.0,0.0,3029,1994-05-24
0.0,0.0,3029,1994-05-25
0.0,0.0,3029,1994-05-26
0.0,0.0,3029,1994-05-27
0.0,0.0,3029,1994-05-28
0.0,0.0,3029,1994-05-29
0.0,0.0,3029,1994-05-30
0.0,0.0,3029,1994-05-31
0.0,0.0,3029,1994-06-01
0.0,0.0,3029,1994-06-02
0.0,0.0,3029,1994-06-03
0.0,0.0,3029,1994-06-04
0.0,0.0,3029,1994-06-05
0.0,0.0,3029,1994-06-06
0.0,0.0,3029,1994-06-07
0.0,0.0,3029,1994-06-08
0.0,0.0,3029,1994-06-09
0.0,0.0,3029,1994-06-10
0.0,0.0,3029,1994-06-11
0.0,0.0,3029,1994-06-12
0.0,0.0,3029,1994-06-13
0.0,0.0,3029,1994-06-14
0.0,0.0,3029,1994-06-15
0.0,0.0,3029,1994-06-16
0.0,0.0,3029,1994-06-17
0.0,0.0,3029,1994-06-18
0.0,0.0,3029,1994-06-19
0.0,0.0,3029,1994-06-20
0.0,0.0,3029,1994-06-21
0.0,0.0,3029,1994-06-22
0.0,0.0,3029,1994-06-23
0.0,0.0,3029,1994-06-24
0.0,0.0,3029,1994-06-25
0.0,0.0,3029,1994-06-26
0.0,0.0,3029,1994-06-27
0.0,0.0,3029,1994-06-28
0.0,0.0,3029,1994-06-29
0.0,0.0,3029,1994-06-30
0.0,0.0,3029,1994-07-01
0.0,0.0,3029,1994-07-02
0.0,0.0,3029,1994-07-03
0.0,0.0,3029,1994-07-04
0.0,0.0,3029,1994-07-05
0.0,0.0,3029,1994-07-06
0.0,0.0,3029,1994-07-07
0.0,0.0,3029,1994-07-08
0.0,0.0,3029,1994-07-09
0.0,0.0,3029,1994-07-10
0.0,0.0,3029,1994-07-11
0.0,0.0,3029,1994-07-12
0.0,0.0,3029,1994-07-13
0.0,0.0,3029,1994-07-14
0.0,0.0,3029,1994-07-15
0.0,0.0,3029,1994-07-16
0.0,0.0,3029,1994-07-17
0.0,0.0,3029,1994-07-18
0.0,0.0,3029,1994-07-19
0.0,0.0,3029,1994-07-20
0.0,0.0,3029,1994-07-21
0.0,0.0,3029,1994-07-22
0.0,0.0,3029,1994-07-23
0.0,0.0,3029,1994-07-24
0.0,0.0,3029,1994-07-25
0.0,0.0,3029,1994-07-26
0.0,0.0,3029,1994-07-27
0.0,0.0,3029,1994-07-28
0.0,0.0,3029,1994-07-29
0.0,0.0,3029,1994-07-30
0.0,0.0,3029,1994-07-31
0.0,0.0,3029,1994-08-01
0.0,0.0,3029,1994-08-02
0.0,0.0,3029,1994-08-03
0.0,0.0,3029,1994-08-04
0.0,0.0,3029,1994-08-05
0.0,0.0,3029,1994-08-06
0.0,0.0,3029,1994-08-07
0.0,0.0,3029,1994-08-08
0.0,0.0,3029,1994-08-09
0.0,0.0,3029,1994-08-10
0.0,0.0,3029,1994-08-11
0.0,0.0,3029,1994-08-12
0.0,0.0,3029,1994-08-13
0.0,0.0,3029,1994-08-14
0.0,0.0,3029,1994-08-15
0.0,0.0,3029,1994-08-16
0.0,0.0,3029,1994-08-17
0.0,0.0,3029,1994-08-18
0.0,0.0,3029,1994-08-19
0.0,0.0,3029,1994-08-20
0.0,0.0,3029,1994-08-21
0.0,0.0,3029,1994-08-22
0.0,0.0,3029,1994-08-23
0.0,0.0,3029,1994-08-24
0.0,0.0,3029,1994-08-25
0.0,0.0,3029,1994-08-26
0.0,0.0,3029,1994-08-27
0.0,0.0,3029,1994-08-28
0.0,0.0,3029,1994-08-29
0.0,0.0,3029,1994-08-30
0.0,0.0,3029,1994-08-31
0.0,0.0,3029,1994-09-01
0.0,0.0,3029,1994-09-02
0.0,0.0,3029,1994-09-03
0.0,0.0,3029,1994-09-04
0.0,0.0,3029,1994-09-05
0.0,0.0,3029,1994-09-06
0.0,0.0,3029,1994-09-07
0.0,0.0,3029,1994-09-08
0.0,0.0,3029,1994-09-09
0.0,0.0,3029,1994-09-10
0.0,0.0,3029,1994-09-11
0.0,0.0,3029,1994-09-12
0.0,0.0,3029,1994-09-13
0.0,0.0,3029,1994-09-14
0.0,0.0,3029,1994-09-15
0.0,0.0,3029,1994-09-16
0.0,0.0,3029,1994-09-17
0.0,0.0,3029,1994-09-18
0.0,0.0,3029,1994-09-19
0.0,0.0,3029,1994-09-20
0.0,0.0,3029,1994-09-21
0.0,0.0,3029,1994-09-22
0.0,0.0,3029,1994-09-23
0.0,0.0,3029,1994-09-24
0.0,0.0,3029,1994-09-25
0.0,0.0,3029,1994-09-26
0.0,0.0,3029,1994-09-27
0.0,0.0,3029,1994-09-28
0.0,0.0,3029,1994-09-29
0.0,0.0,3029,1994-09-30
0.0,0.0,3029,1994-10-01
0.0,0.0,3029,1994-10-02
0.0,0.0,3029,1994-10-03
0.0,0.0,3029,1994-10-04
0.0,0.0,3029,1994-10-05
0.0,0.0,3029,1994-10-06
0.0,0.0,3029,1994-10-07
0.0,0.0,3029,1994-10-08
0.0,0.0,3029,1994-10-09
1.5,5.0,3029,1994-10-10
0.5,5.0,3029,1994-10-11
