air_temperature,relative_humidity,pressure,station_id,date
14.5,38.0,987.8,3029,1993-09-13
15.1,29.0,986.4,3029,1993-09-14
15.2,43.0,983.3,3029,1993-09-15
15.4,40.0,984.2,3029,1993-09-16
9.5,66.0,988.2,3029,1993-09-17
7.0,51.0,989.6,3029,1993-09-18
4.4,63.0,990.0,3029,1993-09-19
5.8,91.0,985.7,3029,1993-09-20
6.7,75.0,991.9,3029,1993-09-21
11.2,56.0,988.3,3029,1993-09-22
11.6,64.0,979.6,3029,1993-09-23
10.5,34.0,989.6,3029,1993-09-24
10.6,38.0,997.8,3029,1993-09-25
7.9,44.0,1001.5,3029,1993-09-26
8.2,37.0,1003.6,3029,1993-09-27
9.9,34.0,1002.7,3029,1993-09-28
13.2,31.0,999.3,3029,1993-09-29
5.2,87.0,1001.1,3029,1993-09-30
4.7,65.0,998.2,3029,1993-10-01
2.0,87.0,999.8,3029,1993-10-02
2.4,56.0,1002.4,3029,1993-10-03
12.1,32.0,979.7,3029,1993-10-04
4.7,73.0,986.9,3029,1993-10-05
1.3,47.0,991.8,3029,1993-10-06
1.9,84.0,979.4,3029,1993-10-07
-2.7,82.0,991.1,3029,1993-10-08
-1.4,88.0,983.2,3029,1993-10-09
2.1,56.0,975.1,3029,1993-10-10
-5.1,78.0,993.5,3029,1993-10-11
-2.6,65.0,996.3,3029,1993-10-12
-0.6,67.0,991.3,3029,1993-10-13
0.7,94.0,984.6,3029,1993-10-14
-6.5,65.0,998.6,3029,1993-10-15
-6.7,83.0,996.7,3029,1993-10-16
3.6,93.0,986.3,3029,1993-10-17
6.7,68.0,978.4,3029,1993-10-18
-0.3,50.0,987.7,3029,1993-10-19
-3.0,56.0,1001.5,3029,1993-10-20
0.5,43.0,993.6,3029,1993-10-21
1.4,45.0,1005.8,3029,1993-10-22
-0.4,78.0,1001.8,3029,1993-10-23
1.0,100.0,997.7,3029,1993-10-24
-2.6,97.0,992.0,3029,1993-10-25
-5.0,47.0,999.4,3029,1993-10-26
-5.3,80.0,1008.1,3029,1993-10-27
-1.4,48.0,1005.7,3029,1993-10-28
4.3,43.0,995.7,3029,1993-10-29
-5.5,62.0,998.7,3029,1993-10-30
-7.6,76.0,989.1,3029,1993-10-31
-5.4,72.0,991.1,3029,1993-11-01
-7.8,73.0,991.1,3029,1993-11-02
-11.1,88.0,991.0,3029,1993-11-03
-6.6,80.0,994.8,3029,1993-11-04
-6.9,75.0,1001.8,3029,1993-11-05
-9.7,82.0,1000.6,3029,1993-11-06
-10.7,66.0,1008.1,3029,1993-11-07
-10.3,87.0,1000.9,3029,1993-11-08
-12.8,88.0,995.6,3029,1993-11-09
-9.2,88.0,996.1,3029,1993-11-10
-12.4,80.0,987.2,3029,1993-11-11
-20.0,72.0,1000.8,3029,1993-11-12
-20.8,75.0,1004.5,3029,1993-11-13
-19.6,70.0,1005.9,3029,1993-11-14
-17.3,73.0,1006.1,3029,1993-11-15
-15.2,79.0,1014.0,3029,1993-11-16
-25.8,80.0,1021.5,3029,1993-11-17
-30.4,78.0,1021.7,3029,1993-11-18
-29.0,78.0,1025.2,3029,1993-11-19
-23.7,80.0,1019.0,3029,1993-11-20
-20.6,71.0,1012.1,3029,1993-11-21
-16.8,71.0,1001.9,3029,1993-11-22
-12.8,74.0,981.8,3029,1993-11-23
-15.0,76.0,980.5,3029,1993-11-24
-18.5,80.0,981.5,3029,1993-11-25
-29.0,78.0,992.8,3029,1993-11-26
-10.9,89.0,980.1,3029,1993-11-27
-8.9,89.0,989.0,3029,1993-11-28
-9.8,78.0,992.1,3029,1993-11-29
-18.3,87.0,993.4,3029,1993-11-30
-19.2,81.0,999.5,3029,1993-12-01
-15.9,79.0,992.1,3029,1993-12-02
-9.3,82.0,996.2,3029,1993-12-03
-10.7,76.0,998.4,3029,1993-12-04
-13.5,76.0,1002.7,3029,1993-12-05
-15.9,78.0,1004.8,3029,1993-12-06
-19.6,66.0,1006.7,3029,1993-12-07
-19.3,71.0,1012.0,3029,1993-12-08
-23.1,78.0,1011.7,3029,1993-12-09
-29.4,77.0,1000.2,3029,1993-12-10
-30.1,77.0,999.9,3029,1993-12-11
-36.8,74.0,1016.3,3029,1993-12-12
-28.6,74.0,1009.6,3029,1993-12-13
-28.4,77.0,1000.3,3029,1993-12-14
-37.2,72.0,1015.0,3029,1993-12-15
-32.6,74.0,994.6,3029,1993-12-16
-41.7,71.0,1003.4,3029,1993-12-17
-36.3,75.0,993.6,3029,1993-12-18
-46.8,71.0,1019.8,3029,1993-12-19
-26.4,77.0,997.3,3029,1993-12-20
-24.7,79.0,998.3,3029,1993-12-21
-9.1,95.0,990.2,3029,1993-12-22
-5.7,87.0,983.5,3029,1993-12-23
-12.2,85.0,984.5,3029,1993-12-24
-13.6,90.0,997.9,3029,1993-12-25
-18.3,86.0,994.2,3029,1993-12-26
-26.8,85.0,1001.5,3029,1993-12-27
-26.9,81.0,997.8,3029,1993-12-28
-20.3,75.0,1005.1,3029,1993-12-29
-13.6,85.0,991.8,3029,1993-12-30
-26.8,84.0,991.3,3029,1993-12-31
-27.0,80.0,986.8,3029,1994-01-01
-38.2,75.0,998.1,3029,1994-01-02
-39.0,75.0,1005.5,3029,1994-01-03
-41.7,75.0,999.6,3029,1994-01-04
-32.0,72.0,996.3,3029,1994-01-05
-28.6,75.0,985.9,3029,1994-01-06
-33.8,75.0,987.2,3029,1994-01-07
-40.0,74.0,1002.1,3029,1994-01-08
-49.1,72.0,1009.1,3029,1994-01-09
-48.4,71.0,1010.2,3029,1994-01-10
-46.8,71.0,1009.0,3029,1994-01-11
-45.8,71.0,1005.8,3029,1994-01-12
-46.4,71.0,999.2,3029,1994-01-13
-48.5,71.0,995.6,3029,1994-01-14
-42.7,73.0,1003.6,3029,1994-01-15
-31.1,75.0,1005.9,3029,1994-01-16
-24.9,74.0,1004.9,3029,1994-01-17
-26.4,79.0,1005.9,3029,1994-01-18
-16.8,79.0,1000.6,3029,1994-01-19
-16.1,77.0,995.9,3029,1994-01-20
-33.4,70.0,1006.6,3029,1994-01-21
-29.7,75.0,995.0,3029,1994-01-22
-23.0,79.0,993.6,3029,1994-01-23
-25.8,76.0,1002.3,3029,1994-01-24
-23.4,81.0,1004.1,3029,1994-01-25
-17.0,82.0,999.8,3029,1994-01-26
-14.8,85.0,997.7,3029,1994-01-27
-12.0,84.0,998.8,3029,1994-01-28
-13.2,87.0,996.8,3029,1994-01-29
-16.8,87.0,998.6,3029,1994-01-30
-15.4,79.0,1004.7,3029,1994-01-31
-8.5,89.0,993.5,3029,1994-02-01
-7.9,93.0,990.0,3029,1994-02-02
-7.8,67.0,984.6,3029,1994-02-03
-14.2,65.0,988.7,3029,1994-02-04
-30.7,75.0,994.3,3029,1994-02-05
-35.0,71.0,1005.6,3029,1994-02-06
-35.6,69.0,1010.9,3029,1994-02-07
-38.4,70.0,1009.3,3029,1994-02-08
-34.3,70.0,1005.9,3029,1994-02-09
-33.8,71.0,1004.4,3029,1994-02-10
-31.6,71.0,1005.7,3029,1994-02-11
-24.3,71.0,1013.9,3029,1994-02-12
-25.8,73.0,1008.6,3029,1994-02-13
-24.9,70.0,1004.4,3029,1994-02-14
-19.9,74.0,989.4,3029,1994-02-15
-14.6,56.0,1000.4,3029,1994-02-16
-23.4,67.0,1000.9,3029,1994-02-17
-20.5,67.0,992.7,3029,1994-02-18
-16.9,80.0,994.4,3029,1994-02-19
-22.3,71.0,995.8,3029,1994-02-20
-23.5,77.0,994.9,3029,1994-02-21
-27.4,65.0,1001.9,3029,1994-02-22
-24.2,61.0,1004.1,3029,1994-02-23
-19.1,65.0,1003.3,3029,1994-02-24
-14.2,58.0,1018.9,3029,1994-02-25
-19.1,64.0,1015.3,3029,1994-02-26
-13.8,78.0,1005.9,3029,1994-02-27
-14.9,63.0,1009.1,3029,1994-02-28
-19.1,63.0,1014.7,3029,1994-03-01
-18.1,60.0,1008.2,3029,1994-03-02
-17.9,59.0,995.0,3029,1994-03-03
-16.6,60.0,987.8,3029,1994-03-04
-8.1,81.0,992.9,3029,1994-03-05
-11.4,64.0,1007.1,3029,1994-03-06
-13.4,73.0,1013.0,3029,1994-03-07
-14.7,61.0,1010.5,3029,1994-03-08
-13.9,61.0,1009.1,3029,1994-03-09
-14.6,51.0,1008.9,3029,1994-03-10
-11.1,55.0,1012.7,3029,1994-03-11
-5.1,42.0,1001.9,3029,1994-03-12
-6.8,72.0,997.5,3029,1994-03-13
-6.7,78.0,990.5,3029,1994-03-14
-3.7,55.0,998.6,3029,1994-03-15
-2.7,75.0,987.2,3029,1994-03-16
-6.5,70.0,994.4,3029,1994-03-17
-8.0,53.0,1003.9,3029,1994-03-18
-7.3,52.0,1004.1,3029,1994-03-19
-7.0,64.0,1007.1,3029,1994-03-20
-6.1,58.0,1014.0,3029,1994-03-21
-4.0,44.0,1010.1,3029,1994-03-22
-3.5,37.0,1006.0,3029,1994-03-23
-3.6,63.0,1006.4,3029,1994-03-24
-2.0,90.0,988.6,3029,1994-03-25
0.5,56.0,982.4,3029,1994-03-26
-1.8,39.0,1003.8,3029,1994-03-27
0.2,42.0,997.2,3029,1994-03-28
3.2,83.0,981.7,3029,1994-03-29
3.4,86.0,972.3,3029,1994-03-30
-0.5,81.0,982.8,3029,1994-03-31
-3.5,49.0,984.8,3029,1994-04-01
-9.6,85.0,988.2,3029,1994-04-02
-6.8,94.0,975.5,3029,1994-04-03
-5.3,77.0,984.2,3029,1994-04-04
-11.3,74.0,994.6,3029,1994-04-05
-14.0,73.0,999.8,3029,1994-04-06
0.6,37.0,999.1,3029,1994-04-07
0.9,49.0,1000.5,3029,1994-04-08
-2.3,72.0,990.9,3029,1994-04-09
-0.2,98.0,986.2,3029,1994-04-10
-2.2,81.0,991.6,3029,1994-04-11
-2.7,84.0,990.8,3029,1994-04-12
-3.9,82.0,984.7,3029,1994-04-13
-5.8,51.0,987.0,3029,1994-04-14
-8.7,65.0,988.4,3029,1994-04-15
-8.1,55.0,996.2,3029,1994-04-16
-13.4,92.0,992.9,3029,1994-04-17
-12.5,70.0,992.3,3029,1994-04-18
-9.5,69.0,994.4,3029,1994-04-19
-1.2,47.0,990.6,3029,1994-04-20
-1.0,100.0,994.8,3029,1994-04-21
0.5,56.0,992.9,3029,1994-04-22
-1.6,84.0,994.0,3029,1994-04-23
-5.5,87.0,993.1,3029,1994-04-24
1.1,79.0,987.3,3029,1994-04-25
1.8,69.0,989.6,3029,1994-04-26
-2.0,73.0,992.1,3029,1994-04-27
-1.1,67.0,980.8,3029,1994-04-28
2.6,91.0,978.9,3029,1994-04-29
0.6,67.0,984.8,3029,1994-04-30
1.3,79.0,993.1,3029,1994-05-01
1.0,68.0,994.8,3029,1994-05-02
2.8,100.0,989.7,3029,1994-05-03
4.1,87.0,992.5,3029,1994-05-04
3.5,81.0,980.8,3029,1994-05-05
1.8,60.0,989.2,3029,1994-05-06
-1.7,80.0,987.4,3029,1994-05-07
-0.4,72.0,982.8,3029,1994-05-08
9.1,55.0,968.9,3029,1994-05-09
-2.2,74.0,978.4,3029,1994-05-10
-3.8,78.0,982.6,3029,1994-05-11
-3.2,72.0,984.2,3029,1994-05-12
0.6,90.0,981.3,3029,1994-05-13
0.6,69.0,984.4,3029,1994-05-14
3.6,54.0,989.9,3029,1994-05-15
0.8,53.0,994.9,3029,1994-05-16
-0.3,58.0,992.4,3029,1994-05-17
3.2,66.0,983.4,3029,1994-05-18
4.5,85.0,986.8,3029,1994-05-19
6.5,75.0,984.0,3029,1994-05-20
4.6,44.0,983.4,3029,1994-05-21
-0.3,60.0,980.5,3029,1994-05-22
2.5,96.0,981.5,3029,1994-05-23
3.5,75.0,990.2,3029,1994-05-24
7.1,53.0,989.0,3029,1994-05-25
6.5,75.0,991.7,3029,1994-05-26
5.4,98.0,981.8,3029,1994-05-27
7.4,94.0,991.6,3029,1994-05-28
8.4,70.0,986.7,3029,1994-05-29
11.4,68.0,983.5,3029,1994-05-30
14.9,73.0,985.2,3029,1994-05-31
14.5,79.0,986.9,3029,1994-06-01
9.1,97.0,985.9,3029,1994-06-02
11.7,92.0,979.9,3029,1994-06-03
13.5,85.0,993.9,3029,1994-06-04
16.0,64.0,994.1,3029,1994-06-05
12.1,63.0,993.6,3029,1994-06-06
6.1,46.0,993.2,3029,1994-06-07
13.1,71.0,982.9,3029,1994-06-08
12.5,81.0,974.5,3029,1994-06-09
8.3,86.0,981.8,3029,1994-06-10
7.5,81.0,975.7,3029,1994-06-11
10.4,71.0,978.4,3029,1994-06-12
22.9,57.0,973.7,3029,1994-06-13
18.3,77.0,972.9,3029,1994-06-14
10.9,63.0,979.8,3029,1994-06-15
4.9,87.0,980.0,3029,1994-06-16
8.7,81.0,987.5,3029,1994-06-17
8.2,87.0,989.6,3029,1994-06-18
12.1,75.0,985.5,3029,1994-06-19
17.3,59.0,983.9,3029,1994-06-20
13.4,78.0,982.2,3029,1994-06-21
18.6,76.0,984.4,3029,1994-06-22
14.8,95.0,986.1,3029,1994-06-23
20.2,56.0,983.0,3029,1994-06-24
20.8,51.0,982.0,3029,1994-06-25
20.5,68.0,978.0,3029,1994-06-26
15.8,58.0,986.0,3029,1994-06-27
18.2,54.0,987.8,3029,1994-06-28
18.8,58.0,986.6,3029,1994-06-29
17.8,77.0,988.4,3029,1994-06-30
19.8,63.0,983.0,3029,1994-07-01
15.2,84.0,986.4,3029,1994-07-02
16.4,88.0,982.7,3029,1994-07-03
22.3,40.0,984.9,3029,1994-07-04
18.0,45.0,986.9,3029,1994-07-05
16.9,53.0,985.1,3029,1994-07-06
17.2,66.0,982.6,3029,1994-07-07
16.7,68.0,983.8,3029,1994-07-08
17.6,74.0,986.4,3029,1994-07-09
21.8,53.0,987.5,3029,1994-07-10
19.0,65.0,986.4,3029,1994-07-11
18.9,73.0,982.6,3029,1994-07-12
20.6,60.0,982.7,3029,1994-07-13
20.1,82.0,981.3,3029,1994-07-14
21.2,76.0,980.2,3029,1994-07-15
19.6,95.0,982.8,3029,1994-07-16
19.1,87.0,978.9,3029,1994-07-17
16.5,95.0,980.5,3029,1994-07-18
17.1,98.0,982.3,3029,1994-07-19
19.2,45.0,981.0,3029,1994-07-20
21.0,45.0,979.1,3029,1994-07-21
17.0,86.0,981.6,3029,1994-07-22
16.7,84.0,975.0,3029,1994-07-23
18.6,80.0,975.4,3029,1994-07-24
16.9,95.0,984.1,3029,1994-07-25
14.5,61.0,991.4,3029,1994-07-26
16.2,49.0,990.4,3029,1994-07-27
10.5,90.0,994.5,3029,1994-07-28
9.5,82.0,993.2,3029,1994-07-29
11.3,78.0,989.3,3029,1994-07-30
14.0,89.0,983.9,3029,1994-07-31
9.1,91.0,985.8,3029,1994-08-01
9.7,90.0,984.9,3029,1994-08-02
13.8,78.0,984.0,3029,1994-08-03
14.1,89.0,980.0,3029,1994-08-04
17.8,84.0,974.0,3029,1994-08-05
17.2,82.0,972.5,3029,1994-08-06
14.6,58.0,983.4,3029,1994-08-07
14.0,95.0,977.6,3029,1994-08-08
10.7,84.0,986.3,3029,1994-08-09
7.0,91.0,990.8,3029,1994-08-10
7.7,88.0,990.8,3029,1994-08-11
10.2,87.0,987.7,3029,1994-08-12
11.1,77.0,992.6,3029,1994-08-13
8.5,81.0,989.7,3029,1994-08-14
11.8,78.0,986.8,3029,1994-08-15
13.4,92.0,989.8,3029,1994-08-16
9.9,78.0,995.5,3029,1994-08-17
15.6,53.0,989.8,3029,1994-08-18
15.2,75.0,989.2,3029,1994-08-19
20.0,41.0,986.0,3029,1994-08-20
19.0,43.0,989.6,3029,1994-08-21
17.5,46.0,991.9,3029,1994-08-22
16.5,45.0,989.4,3029,1994-08-23
12.6,73.0,983.7,3029,1994-08-24
15.0,71.0,980.4,3029,1994-08-25
10.9,94.0,980.2,3029,1994-08-26
9.5,89.0,978.2,3029,1994-08-27
12.8,91.0,980.1,3029,1994-08-28
13.0,91.0,982.0,3029,1994-08-29
13.3,90.0,982.9,3029,1994-08-30
9.0,89.0,994.0,3029,1994-08-31
8.6,86.0,996.9,3029,1994-09-01
5.6,86.0,999.5,3029,1994-09-02
11.5,68.0,988.1,3029,1994-09-03
9.7,90.0,987.4,3029,1994-09-04
9.9,80.0,984.3,3029,1994-09-05
7.5,76.0,979.5,3029,1994-09-06
8.9,67.0,983.0,3029,1994-09-07
4.9,76.0,993.5,3029,1994-09-08
7.9,73.0,992.8,3029,1994-09-09
7.9,81.0,994.0,3029,1994-09-10
8.2,97.0,990.2,3029,1994-09-11
-0.5,87.0,992.4,3029,1994-09-12
6.7,88.0,983.4,3029,1994-09-13
7.9,96.0,982.0,3029,1994-09-14
7.0,88.0,1000.1,3029,1994-09-15
-0.5,92.0,1007.5,3029,1994-09-16
7.5,53.0,994.4,3029,1994-09-17
5.6,98.0,993.5,3029,1994-09-18
2.2,89.0,996.6,3029,1994-09-19
5.6,95.0,989.2,3029,1994-09-20
5.7,89.0,991.4,3029,1994-09-21
3.4,97.0,993.0,3029,1994-09-22
-1.4,96.0,994.6,3029,1994-09-23
6.5,61.0,997.1,3029,1994-09-24
0.9,87.0,999.7,3029,1994-09-25
-3.6,90.0,992.0,3029,1994-09-26
5.1,84.0,985.7,3029,1994-09-27
3.5,76.0,991.8,3029,1994-09-28
5.0,82.0,986.0,3029,1994-09-29
1.8,93.0,995.7,3029,1994-09-30
1.2,98.0,1004.7,3029,1994-10-01
-3.9,91.0,1011.6,3029,1994-10-02
-3.4,90.0,1006.2,3029,1994-10-03
-3.6,87.0,998.2,3029,1994-10-04
-0.6,94.0,1000.5,3029,1994-10-05
-5.4,85.0,1004.2,3029,1994-10-06
-5.6,84.0,1002.6,3029,1994-10-07
3.5,49.0,997.5,3029,1994-10-08
-0.1,78.0,1000.6,3029,1994-10-09
1.3,94.0,988.9,3029,1994-10-10
1.1,83.0,991.9,3029,1994-10-11
1.0,96.0,990.6,3029,1994-10-12
-2.0,73.0,998.4,3029,1994-10-13
-8.3,80.0,1003.9,3029,1994-10-14
-2.6,48.0,1007.3,3029,1994-10-15
0.1,79.0,1006.0,3029,1994-10-16
3.7,46.0,1003.0,3029,1994-10-17
3.0,46.0,1005.4,3029,1994-10-18
-6.1,76.0,1010.2,3029,1994-10-19
1.6,63.0,1003.2,3029,1994-10-20
6.3,66.0,997.7,3029,1994-10-21
-0.3,96.0,1002.1,3029,1994-10-22
-1.0,95.0,995.4,3029,1994-10-23
-1.8,96.0,992.4,3029,1994-10-24
-2.0,81.0,1000.4,3029,1994-10-25
-4.3,61.0,1002.7,3029,1994-10-26
-3.4,70.0,986.0,3029,1994-10-27
-16.3,64.0,1002.7,3029,1994-10-28
-10.3,86.0,982.7,3029,1994-10-29
-21.7,78.0,989.7,3029,1994-10-30
-19.3,82.0,990.0,3029,1994-10-31
-13.8,81.0,984.3,3029,1994-11-01
-29.8,75.0,1007.8,3029,1994-11-02
-25.3,80.0,1000.4,3029,1994-11-03
-19.9,75.0,986.0,3029,1994-11-04
-22.4,78.0,988.2,3029,1994-11-05
-31.4,75.0,1008.0,3029,1994-11-06
-16.1,78.0,997.6,3029,1994-11-07
-27.0,79.0,991.5,3029,1994-11-08
-31.2,77.0,1004.4,3029,1994-11-09
-20.0,80.0,987.2,3029,1994-11-10
-19.5,82.0,995.0,3029,1994-11-11
-22.9,79.0,1008.9,3029,1994-11-12
-32.2,77.0,1019.7,3029,1994-11-13
-29.7,77.0,1015.8,3029,1994-11-14
-9.3,82.0,1003.4,3029,1994-11-15
-5.2,75.0,985.1,3029,1994-11-16
-14.2,56.0,1001.8,3029,1994-11-17
-12.1,60.0,1003.0,3029,1994-11-18
-10.0,81.0,998.1,3029,1994-11-19
-19.5,85.0,1005.4,3029,1994-11-20
-10.3,90.0,1004.4,3029,1994-11-21
-5.7,82.0,994.2,3029,1994-11-22
-9.3,91.0,994.8,3029,1994-11-23
-7.3,90.0,996.4,3029,1994-11-24
-10.3,80.0,993.0,3029,1994-11-25
-4.4,74.0,978.5,3029,1994-11-26
-7.1,69.0,993.6,3029,1994-11-27
-2.4,93.0,979.4,3029,1994-11-28
-25.1,66.0,999.6,3029,1994-11-29
-25.1,67.0,1017.5,3029,1994-11-30
-33.0,73.0,1019.4,3029,1994-12-01
-36.9,72.0,1018.1,3029,1994-12-02
-37.2,69.0,1008.3,3029,1994-12-03
-27.2,75.0,1005.1,3029,1994-12-04
-31.2,74.0,1000.4,3029,1994-12-05
-27.0,75.0,989.4,3029,1994-12-06
-23.1,77.0,985.1,3029,1994-12-07
-31.4,74.0,999.1,3029,1994-12-08
-29.4,76.0,1008.6,3029,1994-12-09
-29.6,75.0,1016.4,3029,1994-12-10
-24.7,73.0,1016.4,3029,1994-12-11
-26.5,77.0,1010.8,3029,1994-12-12
-40.7,72.0,1011.9,3029,1994-12-13
-31.8,75.0,1016.4,3029,1994-12-14
-31.1,76.0,1019.5,3029,1994-12-15
-37.1,72.0,1019.9,3029,1994-12-16
-45.0,73.0,1024.5,3029,1994-12-17
-41.6,72.0,1024.0,3029,1994-12-18
-27.3,75.0,1015.5,3029,1994-12-19
-27.9,75.0,1005.0,3029,1994-12-20
-25.3,77.0,998.1,3029,1994-12-21
-30.8,72.0,992.7,3029,1994-12-22
-34.2,74.0,998.2,3029,1994-12-23
-31.5,72.0,1000.4,3029,1994-12-24
-40.8,73.0,1001.1,3029,1994-12-25
-39.9,72.0,1001.5,3029,1994-12-26
-42.2,71.0,1008.7,3029,1994-12-27
-38.0,71.0,1000.5,3029,1994-12-28
-33.8,72.0,998.2,3029,1994-12-29
-14.4,80.0,1001.5,3029,1994-12-30
-8.1,75.0,1002.0,3029,1994-12-31
-17.9,85.0,998.6,3029,1995-01-01
-12.8,77.0,1000.9,3029,1995-01-02
-9.3,82.0,988.5,3029,1995-01-03
-15.9,86.0,993.2,3029,1995-01-04
-28.0,80.0,989.8,3029,1995-01-05
-3.8,80.0,969.5,3029,1995-01-06
-15.0,86.0,976.6,3029,1995-01-07
-13.9,69.0,982.2,3029,1995-01-08
-20.9,64.0,993.6,3029,1995-01-09
-23.7,64.0,1001.5,3029,1995-01-10
-32.4,74.0,999.3,3029,1995-01-11
-25.3,75.0,996.8,3029,1995-01-12
-16.8,77.0,999.2,3029,1995-01-13
-13.8,87.0,999.3,3029,1995-01-14
-18.1,85.0,997.3,3029,1995-01-15
-17.3,75.0,1003.0,3029,1995-01-16
-31.4,78.0,1010.3,3029,1995-01-17
-13.8,79.0,998.2,3029,1995-01-18
-12.7,77.0,995.0,3029,1995-01-19
-10.1,77.0,970.5,3029,1995-01-20
-17.4,71.0,982.6,3029,1995-01-21
-26.8,72.0,997.3,3029,1995-01-22
-18.1,74.0,978.0,3029,1995-01-23
-27.5,65.0,983.8,3029,1995-01-24
-36.9,72.0,1003.5,3029,1995-01-25
-20.9,69.0,998.5,3029,1995-01-26
-32.9,72.0,1012.3,3029,1995-01-27
-12.6,82.0,1009.5,3029,1995-01-28
-26.4,80.0,1018.7,3029,1995-01-29
-26.9,79.0,1020.9,3029,1995-01-30
-19.2,82.0,1024.0,3029,1995-01-31
-32.3,78.0,1028.9,3029,1995-02-01
-31.7,78.0,1026.2,3029,1995-02-02
-30.2,77.0,1021.4,3029,1995-02-03
-33.7,75.0,1007.9,3029,1995-02-04
-19.9,77.0,991.2,3029,1995-02-05
-14.6,85.0,988.7,3029,1995-02-06
-11.0,82.0,997.3,3029,1995-02-07
-23.2,83.0,996.1,3029,1995-02-08
-3.2,93.0,992.4,3029,1995-02-09
-7.9,90.0,999.7,3029,1995-02-10
-12.7,90.0,1000.4,3029,1995-02-11
-20.3,86.0,1009.3,3029,1995-02-12
-14.4,88.0,1012.3,3029,1995-02-13
-12.8,83.0,1007.5,3029,1995-02-14
-21.3,85.0,1002.1,3029,1995-02-15
-17.3,84.0,1003.1,3029,1995-02-16
-22.7,80.0,1000.3,3029,1995-02-17
-24.5,77.0,999.3,3029,1995-02-18
-25.8,80.0,1010.7,3029,1995-02-19
-24.5,81.0,1013.4,3029,1995-02-20
-20.8,82.0,1008.8,3029,1995-02-21
-24.5,82.0,1003.0,3029,1995-02-22
-15.3,85.0,996.3,3029,1995-02-23
-19.1,84.0,1001.1,3029,1995-02-24
-22.7,84.0,996.6,3029,1995-02-25
-15.1,83.0,996.0,3029,1995-02-26
-27.8,80.0,1001.8,3029,1995-02-27
-24.2,80.0,992.1,3029,1995-02-28
-18.9,80.0,995.7,3029,1995-03-01
-14.1,82.0,995.1,3029,1995-03-02
-4.3,91.0,993.8,3029,1995-03-03
-9.3,85.0,991.3,3029,1995-03-04
-1.6,84.0,980.4,3029,1995-03-05
-9.9,91.0,983.4,3029,1995-03-06
-10.9,87.0,988.0,3029,1995-03-07
-25.0,82.0,1006.4,3029,1995-03-08
-15.5,78.0,991.4,3029,1995-03-09
-7.3,71.0,986.6,3029,1995-03-10
-27.3,75.0,1001.9,3029,1995-03-11
-28.1,72.0,994.5,3029,1995-03-12
-24.1,64.0,1002.7,3029,1995-03-13
-23.5,67.0,1004.1,3029,1995-03-14
-24.9,76.0,1001.9,3029,1995-03-15
-20.1,72.0,994.6,3029,1995-03-16
-13.6,67.0,980.0,3029,1995-03-17
-30.0,75.0,996.0,3029,1995-03-18
-25.1,75.0,988.9,3029,1995-03-19
-32.4,70.0,999.4,3029,1995-03-20
-27.8,70.0,1003.6,3029,1995-03-21
-12.6,58.0,1003.3,3029,1995-03-22
-16.8,62.0,1008.6,3029,1995-03-23
-22.9,72.0,1007.6,3029,1995-03-24
-3.3,97.0,977.1,3029,1995-03-25
-7.4,85.0,992.2,3029,1995-03-26
-4.0,61.0,988.8,3029,1995-03-27
-10.2,89.0,987.5,3029,1995-03-28
-4.3,61.0,997.2,3029,1995-03-29
-7.8,73.0,1003.7,3029,1995-03-30
-8.3,66.0,1008.9,3029,1995-03-31
-14.5,77.0,1010.7,3029,1995-04-01
3.8,37.0,994.7,3029,1995-04-02
-3.2,70.0,994.1,3029,1995-04-03
-0.8,81.0,983.3,3029,1995-04-04
-10.2,53.0,999.4,3029,1995-04-05
-15.2,89.0,1003.2,3029,1995-04-06
-12.8,57.0,999.0,3029,1995-04-07
-15.6,70.0,1005.5,3029,1995-04-08
-14.5,71.0,1004.3,3029,1995-04-09
-10.2,69.0,1005.8,3029,1995-04-10
-3.4,56.0,998.3,3029,1995-04-11
-8.9,46.0,995.1,3029,1995-04-12
-14.0,63.0,998.6,3029,1995-04-13
-12.2,68.0,996.2,3029,1995-04-14
-10.0,69.0,993.5,3029,1995-04-15
-9.1,73.0,993.8,3029,1995-04-16
-7.4,68.0,994.3,3029,1995-04-17
4.3,47.0,984.5,3029,1995-04-18
-1.3,84.0,984.8,3029,1995-04-19
-3.0,81.0,986.7,3029,1995-04-20
-2.3,62.0,993.0,3029,1995-04-21
0.0,68.0,984.1,3029,1995-04-22
-0.1,86.0,972.9,3029,1995-04-23
-1.4,70.0,986.5,3029,1995-04-24
-1.1,85.0,977.5,3029,1995-04-25
-4.6,76.0,979.3,3029,1995-04-26
-1.8,90.0,982.7,3029,1995-04-27
-5.0,71.0,988.3,3029,1995-04-28
1.9,41.0,986.1,3029,1995-04-29
1.3,54.0,983.6,3029,1995-04-30
-0.2,39.0,995.2,3029,1995-05-01
-3.8,73.0,999.4,3029,1995-05-02
-2.3,64.0,997.8,3029,1995-05-03
1.8,98.0,985.3,3029,1995-05-04
2.5,77.0,982.6,3029,1995-05-05
7.9,64.0,973.9,3029,1995-05-06
4.0,39.0,988.0,3029,1995-05-07
1.2,54.0,993.6,3029,1995-05-08
-1.0,65.0,996.0,3029,1995-05-09
4.8,50.0,984.5,3029,1995-05-10
11.9,32.0,965.0,3029,1995-05-11
3.1,45.0,984.9,3029,1995-05-12
0.5,79.0,988.4,3029,1995-05-13
